Primary Industry Type,,Employer,Doing Business As,Workforce Size,Number of Hiring Sites,Hiring Site Locations (by state)
31-33,MANUFACTURINGÊ,"Bimbo Bakeries USA, Inc.",,"10,000 and over",843,"AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Binda Enterprises Inc.,Hellers Interiors,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"bioBUBBLE, Inc.",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Biochar Engineering Corp,,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Biological Mediation Systems, LLC",,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Biomedical Device Consultants & Laboratories,BDC Laboratories,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Birdon America Inc,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Birko Corporation,,20 to 99,31,"AL, CA, CO, FL, GA, IA, ID, IL, IN, KS, KY, MN, MO, NC, NE, NY, OH, OK, PA, SC, TX, UT, WA, WI"
31-33,MANUFACTURINGÊ,Blair Labeling Inc.,Blair Labeling Inc.,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Blair Labeling, Inc.",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Blender Products,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Bloomin Flower Cards Inc,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Blount International, Inc.","Blount International, Inc.","2,500 to 4,999",13,"AZ, CO, IL, MN, MO, NV, OH, OR, SD, TN, TX, WI"
31-33,MANUFACTURINGÊ,"Blount International, Inc.","Blount International, Inc.","2,500 to 4,999",13,"AZ, CO, IL, MN, MO, NV, OH, OR, SD, TN, TX, WI"
31-33,MANUFACTURINGÊ,"Blount International, inc.",Woods Equipment Co. TISCO Parts,"2,500 to 4,999",13,"AZ, CO, IL, MN, MO, NV, OH, OR, SD, TN, TX, WI"
31-33,MANUFACTURINGÊ,Blue Moose of Boulder LLC,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boise Cascade Company,,"5,000 to 9,999",77,"AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NH, NJ, NM, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, WA"
31-33,MANUFACTURINGÊ,Boise Cascade Company,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boise Cascade Company,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Bolder Enterprises dba Colorado Pride Foods,Boulder Natural Meats,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boral Best Block,,20 to 99,2,CO
31-33,MANUFACTURINGÊ,Boral Construction Materials LLC,Ready Mixed Concrete Company,100 to 499,6,"CO, GA"
31-33,MANUFACTURINGÊ,Boral Material Technologies LLC,,100 to 499,19,"AZ, CO, FL, GA, OR, TX, VA"
31-33,MANUFACTURINGÊ,Boral Roofing LLC,,100 to 499,14,"AZ, CA, CO, FL, NV, TX, WA"
31-33,MANUFACTURINGÊ,Boston Scientific Corporation,,"5,000 to 9,999",10,"AL, AZ, CO, GA, LA, MA, MI, NC, SC, TN"
31-33,MANUFACTURINGÊ,Boston Scientific Miami Corp,,500 to 999,10,"AL, AZ, CO, FL, GA, LA, MI, NC, SC, TN"
31-33,MANUFACTURINGÊ,Boston Scientific Scimed Inc,,"1,000 to 2,499",9,"AL, AZ, CO, GA, LA, MS, NC, SC, TN"
31-33,MANUFACTURINGÊ,"Boughtons Precast, Inc.",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boulder Botanical & Bioscience Laboratories,Boulder Botanical & Bioscience Laboratories,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boulder Brands Inc.,,100 to 499,4,"CO, NJ"
31-33,MANUFACTURINGÊ,"Boulder Dog Food Company,L.L.C. and Boulder Cat Food Compnay,L.L.C.",Boulder Dog Food Company,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boulder Environmental Sciences and Technology,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Boulder Homemade Inc,Boulder Ice Cream,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Boulder Organic Foods, LLC",Boulder Organic!,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boulder Scientific Company,,100 to 499,3,CO
31-33,MANUFACTURINGÊ,BOYD LIGHTING COMPANY,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Boyd Sign Systems LLC,Boyd Signs System LLC,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Boyer Coffee Company, Inc.",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"BP America, Inc.",,"10,000 and over",691,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Bradley Metals Company Inc,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Brass Smith LLC,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Brass Smith LLC,BSI,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Brass Smith LLC dba BSI,,100 to 499,3,"CO, FL, IL"
31-33,MANUFACTURINGÊ,"Braxton Technologies, LLC",,20 to 99,5,"CA, CO, DC, FL, NM"
31-33,MANUFACTURINGÊ,"Braxton Technologies, LLC",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Bridgepoint Medical,,20 to 99,9,"AL, AZ, CO, GA, LA, MS, NC, SC, TN"
31-33,MANUFACTURINGÊ,Bridgewater Inc,,100 to 499,17,"AZ, CA, CO, FL, KS, MD, NC, NE, NV, TN, UT, VA, WA"
31-33,MANUFACTURINGÊ,Bristol Brewing Company,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Broadcom Corporation,,"5,000 to 9,999",29,"AZ, CA, CO, GA, MA, MD, MN, NC, NJ, PA, TX, WA"
31-33,MANUFACTURINGÊ,"Brocade  Communications Systems, Inc",,"2,500 to 4,999",27,"AL, AZ, CA, CO, CT, GA, IA, IL, KS, MA, MD, MN, NC, NV, NY, OH, PA, TX, VA, WA"
31-33,MANUFACTURINGÊ,BrokerPriceOpinion.com,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Broomfield Sign Company,"BSC Signs, Inc.",20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Brown Industries, LLC",,100 to 499,2,"CO, KS"
31-33,MANUFACTURINGÊ,"Brunner & Lay, Inc",,100 to 499,6,"AR, CA, CO, IL, NC, TX"
31-33,MANUFACTURINGÊ,BSC Neuromodulation Corp,,"1,000 to 2,499",10,"AL, AZ, CA, CO, GA, LA, MI, NC, SC, TN"
31-33,MANUFACTURINGÊ,"BSI-Crowd Control,LLC.",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Bulldog Machine and Production Services,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Burrows Enterprises, Inc.",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Busch LLC,,100 to 499,13,"AZ, CA, CO, IL, KS, MD, NJ, OR, PR, TX, VA"
31-33,MANUFACTURINGÊ,Bye Aerospace Inc,Bye Aerospace Inc,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Byers Industries.com,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"C&C North America, Inc. d/b/a Cosentino North America",,"1,000 to 2,499",26,"AZ, CA, CO, FL, IL, MA, MN, NC, RI, SC, TX, WA"
31-33,MANUFACTURINGÊ,"C.F. Maier Composites, Inc.",,20 to 99,2,CO
31-33,MANUFACTURINGÊ,"C.R. Laurence Co., Inc.",,"1,000 to 2,499",26,"AZ, CA, CO, FL, GA, IL, MA, MO, NJ, NV, PA, SC, TX, WA"
31-33,MANUFACTURINGÊ,"Cab-Con Enterprises, Inc",N/A,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Cacique, Inc",,100 to 499,23,"CA, CO, FL, GA, IL, MD, NV, NY, OK, TX, UT, WA"
31-33,MANUFACTURINGÊ,Cactus Wellhead LLC,Cactus Wellhead,"1,000 to 2,499",18,"CO, LA, ND, NM, OK, PA, TX, WY"
31-33,MANUFACTURINGÊ,"Cadeka Microcircuits, LLC","Cadeka Microcircuits, LLC",20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Caleres, Inc",,"10,000 and over",1183,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,California Expanded Metal Products Company,CEMCO,500 to 999,5,"CA, CO, TX"
31-33,MANUFACTURINGÊ,"CamelBak Products, LLC",,100 to 499,9,"CA, CO, MA, NJ, TX, VA"
31-33,MANUFACTURINGÊ,Cameron Health,,100 to 499,9,"AL, AZ, CO, GA, LA, MS, NC, SC, TN"
31-33,MANUFACTURINGÊ,Camso USA Inc.,,100 to 499,65,"AL, AR, CA, CO, CT, FL, GA, IL, IN, KY, LA, MD, ME, MN, MS, NC, NH, OH, PA, SC, TN, TX, VA"
31-33,MANUFACTURINGÊ,Canada corp,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,"CANVAS Technology, Inc.",CANVAS Technology,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Canyon Bakehouse, LLC",,100 to 499,1,CO
31-33,MANUFACTURINGÊ,"Canyon Bakehouse, LLC",,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Capco Inc.,,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Captain Notepad Inc,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,"Caraustar Industries, Inc.",,"1,000 to 2,499",52,"AL, AR, AZ, CO, FL, GA, IA, IL, KY, LA, MI, MO, MS, NC, OH, PA, SC, TN, TX, UT, VA, WA"
31-33,MANUFACTURINGÊ,"Cardiac Pacemakers, Inc.",,"1,000 to 2,499",9,"AL, AZ, CO, GA, LA, MS, NC, SC, TN"
31-33,MANUFACTURINGÊ,Cardinal Glass CG Loveland Colorado Co.,,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Cardinal Glass Industries, Inc.",,"5,000 to 9,999",44,"AZ, CA, CO, FL, GA, IA, IN, MN, NC, ND, OH, OK, OR, PA, TX, VA, WA, WI"
31-33,MANUFACTURINGÊ,CARETEK,COLORADO TIMBERLINE,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Carey & Company Ltd.,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Cargill Incorporated,,"1,000 to 2,499",1,CO
31-33,MANUFACTURINGÊ,Cargill Meat Solutions Corporation,,"10,000 and over",48,"AR, CA, CO, FL, GA, IL, KS, MN, MO, NE, NJ, OK, PA, SC, TN, TX, VA, WI"
31-33,MANUFACTURINGÊ,Carlisle Syntec - Carlisle Construction Materials,,"1,000 to 2,499",12,"AZ, CO, FL, GA, IL, MS, NE, NY, PA, TX, UT, WA"
31-33,MANUFACTURINGÊ,Carpenter Co.,,"2,500 to 4,999",26,"CA, CO, FL, IN, KY, MN, MS, NC, OK, PA, TN, TX, UT, VA"
31-33,MANUFACTURINGÊ,Carrier Corporation,,"10,000 and over",48,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,"Carstens Health Industries, Inc.",,20 to 99,5,"CO, FL, IL, KS, NC"
31-33,MANUFACTURINGÊ,Cartridge World Centennial,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Caterpillar Inc.,,"10,000 and over",691,"AK, AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Caterpillar Inc.,,"10,000 and over",512,"AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,"Cazador Apparel, LLC",Cazador,20 to 99,34,"AL, CA, CO, DC, DE, FL, GA, IL, IN, KY, MD, MI, OH, TN, VA, WV"
31-33,MANUFACTURINGÊ,CDC Corporation,,"5,000 to 9,999",4,"CO, MN, WI"
31-33,MANUFACTURINGÊ,CDI Computer Dealers Inc.,,100 to 499,2,"CO, IL"
31-33,MANUFACTURINGÊ,Celestica Aerospace Technologies Corporation,,100 to 499,2,"CO, TX"
31-33,MANUFACTURINGÊ,Centennial Printing,same,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Central Denver Ironworks, Inc",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Central Garden & Pet,,"2,500 to 4,999",56,"AL, AR, AZ, CA, CO, FL, GA, IA, ID, IL, MA, MD, MO, NC, NE, NJ, OH, OR, PA, SC, TX, VA, WA, WI"
31-33,MANUFACTURINGÊ,Central Life Sciences,,100 to 499,6,"CO, NC, TX"
31-33,MANUFACTURINGÊ,"Century Plastics & Engineering, Inc.",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Cenveo Corporation,,"5,000 to 9,999",50,"AL, CA, CO, CT, DE, FL, GA, HI, IL, IN, KS, MA, MD, MN, MO, NC, NE, NH, NJ, NY, OH, OR, PA, SD, TN, TX, UT, VA, WA"
31-33,MANUFACTURINGÊ,CERAPEDICS INC,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Certainteed,,20 to 99,4,"CA, CO, OR"
31-33,MANUFACTURINGÊ,"Certol International, LLC",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,CF&I Steel LP,Evraz Rocky Mountain Steel,500 to 999,1,CO
31-33,MANUFACTURINGÊ,"CFG Systems, Inc.",ConcealFab,20 to 99,1,CO
31-33,MANUFACTURINGÊ,CGI Technologies and Solutions Inc.,,"2,500 to 4,999",53,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Chad Equipment LLC,,10 to 19,5,"CO, KS, NE, TX"
31-33,MANUFACTURINGÊ,"Champion Window Co. of Denver, LLC",Champion of Denver,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Charlottes Web Inc,Charlottes Web,100 to 499,9,CO
31-33,MANUFACTURINGÊ,Chart Industries,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Chart Industries, Inc.",,"2,500 to 4,999",15,"AZ, CA, CO, GA, LA, MN, NY, OH, OK, TX, WI"
31-33,MANUFACTURINGÊ,"Checkers Industrial Products, LLC","Checkers Industrial Safety Products, LLC",20 to 99,1,CO
31-33,MANUFACTURINGÊ,Chemtrade,,500 to 999,37,"AL, AR, AZ, CA, CO, FL, GA, IL, IN, MI, MS, NJ, OH, PA, SC, TN, TX, VA, WA, WI"
31-33,MANUFACTURINGÊ,Chemtrade Logistics,,500 to 999,41,"AL, AR, AZ, CA, CO, FL, GA, IL, IN, MI, MO, MS, NJ, NY, OH, PA, SC, TN, TX, VA, WA, WI"
31-33,MANUFACTURINGÊ,Chemtrade Perfomance Chemicals,,500 to 999,51,"AL, AZ, CA, CO, DE, FL, GA, IL, IN, KS, LA, MI, MN, MO, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WA, WI, WY"
31-33,MANUFACTURINGÊ,"Chemtrade Solutions, LLC",,10 to 19,7,"AR, AZ, CO, TX, VA, WA"
31-33,MANUFACTURINGÊ,"CHEP Recycled Pallet Solutions, LLC",,"2,500 to 4,999",4,"CO, FL, GA, TX"
31-33,MANUFACTURINGÊ,CherryPharm Inc,,20 to 99,6,"CO, CT, IL, NJ, NY, TX"
31-33,MANUFACTURINGÊ,ChromaDex,,20 to 99,4,"CA, CO, MD"
31-33,MANUFACTURINGÊ,"Chromatic Technologies, Inc.",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Churchill Navigation,,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Ciena Corporation,,100 to 499,68,"AK, AL, AR, AS, AZ, CA, CO, CT, DC, DE, FL, GA, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MP, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Ciena Corporation,Ciena,"1,000 to 2,499",11,"CA, CO, FL, GA, MD, NC, TX, WA"
31-33,MANUFACTURINGÊ,CIMARRON ENERGY INC,,100 to 499,7,"CO, OK, PA, TX"
31-33,MANUFACTURINGÊ,Cintas Corporation,,"10,000 and over",753,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,,"10,000 and over",747,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,,"10,000 and over",747,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,,"10,000 and over",714,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,,"10,000 and over",746,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,Cintas Corporation,"10,000 and over",746,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,Cintas Corporation,"10,000 and over",746,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,Cintas Corporation,"10,000 and over",746,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,Cintas Corporation,"10,000 and over",747,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Cintas Corporation,Cintas Corporation,"10,000 and over",747,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
31-33,MANUFACTURINGÊ,Circle Graphics,,100 to 499,4,"CO, LA, MA, NC"
31-33,MANUFACTURINGÊ,"Circle Graphics, LLC",,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Classic Brands LLC,Classic Brands,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Clifford W Estes Co,,20 to 99,3,"CO, IL, NC"
31-33,MANUFACTURINGÊ,"CMH Services, Inc.",,"10,000 and over",505,"AL, AR, AZ, CA, CO, DE, FL, GA, ID, IL, IN, KS, KY, LA, MI, MN, MO, MS, MT, NC, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Coaslesce Design & Fabrication,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Cobham AES Holdings Inc.,,"2,500 to 4,999",18,"CA, CO, FL, MO, NH, NJ, NY, PA, TX, VA"
31-33,MANUFACTURINGÊ,"COBITCO, Inc.",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Coca-Cola Refreshments USA, Inc.",,"10,000 and over",16,"AK, AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, ID, IL, IN, LA, TX"
31-33,MANUFACTURINGÊ,Cochlear Americas,,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Cochlear Boulder LLC,,20 to 99,2,"CO, IN"
31-33,MANUFACTURINGÊ,"ColdQuanta, Inc.",ColdQuanta,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Coleman Natural Foods, LLC",Coleman Natural Foods,"1,000 to 2,499",5,"CA, CO, GA, PA, WA"
31-33,MANUFACTURINGÊ,Collinswood Designs Inc,,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Colorado Ale Works,Vail Brewing Co.,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Colorado Comfort Products,Colorado Comfort Products,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Colorado Paint Company,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Colorado Precast Concrete,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Colorado Saw & Tool, Inc.",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Colorado Seminary dba University of Denver,University of Denver,"5,000 to 9,999",1,CO
31-33,MANUFACTURINGÊ,"Colorado Stone & Granite, InC",,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Colorado Time Systems (a Playcore company),,20 to 99,1,CO
31-33,MANUFACTURINGÊ,"Colorado Time Systems, Inc",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Colorado vNet,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Colt Reproduction Center,,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Commercial Architectural Products,,10 to 19,1,CO
31-33,MANUFACTURINGÊ,Commercial Metals Company,,"5,000 to 9,999",150,"AL, AR, AZ, CA, CO, FL, GA, IA, IL, KS, LA, MD, MO, MS, NC, NJ, NM, NV, OH, OK, PA, SC, TN, TX, UT, VA"
31-33,MANUFACTURINGÊ,Commercial Metals Company,Commercial Metals Company,"5,000 to 9,999",147,"AL, AR, AZ, CA, CO, FL, GA, HI, IL, KS, LA, MD, MO, MS, NC, NJ, NM, NV, OH, OK, PA, SC, TN, TX, UT, VA, WI"
31-33,MANUFACTURINGÊ,Commerical Garden Remote - Retail Team,,100 to 499,41,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WV, WY"
31-33,MANUFACTURINGÊ,"Companion Habitats, Inc",Versi-Panel Enclosures,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Compressor Products International an EnPro Industries Company,Compressor Proudcts International (CPI),100 to 499,8,"CA, CO, FL, LA, PA, TX, WY"
31-33,MANUFACTURINGÊ,Computer Sciences Corporation,,"10,000 and over",1498,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,"Comsero, Inc.",mcSquares,5 to 9,1,CO
31-33,MANUFACTURINGÊ,"Conagra Brands, Inc.",,"10,000 and over",163,"AL, AR, AZ, CA, CO, DC, FL, GA, IA, ID, IL, IN, KS, LA, MA, MD, MI, MN, MO, NC, NE, NJ, NM, NV, NY, OH, OR, PA, PR, TN, TX, UT, WA, WI"
31-33,MANUFACTURINGÊ,"Concepts in Millwork, Inc",,20 to 99,1,CO
31-33,MANUFACTURINGÊ,Condor Snack Company,,100 to 499,1,CO
31-33,MANUFACTURINGÊ,Confi-Dental Products,,20 to 99,2,"CO, PA"
31-33,MANUFACTURINGÊ,"Connect Hearing, Inc.",,"1,000 to 2,499",290,"AZ, CA, CO, FL, GA, IA, IL, IN, LA, MA, MI, MN, MO, NC, ND, NJ, NM, NV, NY, OH, OK, OR, PA, TN, TX, UT, VA, WA, WI, WV, WY"
31-33,MANUFACTURINGÊ,Consolidated Container Company LP,,"1,000 to 2,499",61,"AR, AZ, CA, CO, CT, FL, GA, IL, IN, KS, LA, MA, MD, ME, MN, MS, NC, NE, NH, NJ, NV, NY, OH, PA, TN, TX, UT, WA, WI"
31-33,MANUFACTURINGÊ,Consolidated Container Company LP,,"1,000 to 2,499",62,"AL, AR, AZ, CA, CO, CT, FL, GA, IL, IN, KS, LA, MA, MD, ME, MN, MS, NC, NE, NH, NJ, NV, NY, OH, PA, TN, TX, UT, WA, WI"
31-33,MANUFACTURINGÊ,Continental Control Systems LLC,CCS,10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Convergent Design, Inc.","Convergent Design, Inc.",10 to 19,1,CO
31-33,MANUFACTURINGÊ,"Cool Energy, Inc.",,5 to 9,1,CO
31-33,MANUFACTURINGÊ,Coolerado Corporation,,20 to 99,1,CO
