,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
4288,C-09355-47811,2010-02-12,2009-12-17,DENIED,H-2B,CA,2010-04-01,2010-10-15,"AMERICANTOURS INTERNATIONAL, LLC",6053 W. CENTURY BOULEVARD,,LOS ANGELES,CA,90045,FRIDA POPOV GLUCOFT,LOS ANGELES,CA,353.367-010,GUIDE,25.0,0,,,,
4289,C-10067-49574,2010-03-09,2009-12-17,CERTIFIED,H-2B,CA,2010-04-01,2010-10-15,"AMERICAN TOURS INTERNATIONAL, LLC",6053 W CENTURY BOULEVARD,,"LOS ANGELES,",CA,90045,FRIDA  P. GLUCOFT,LOS ANGELES,CA,353.667-010,ESCORT,25.0,25,2700.0,MTH,2700.0,MTH
4290,C-10063-49554,2010-03-19,2010-03-04,CERTIFIED,H-2B,CO,2010-06-01,2010-08-31,ROLL INTERNATIONAL CORPORATION,11444 WEST OLYMPIC BOULEVARD,,LOS ANGELES,CA,90064,FRIDA POPOV GLUCOFT,LOS ANGELES,CA,187.167-046,EXECUTIVE HOUSEKEEPER,1.0,1,15.05,HR,23.0,HR
4291,C-10245-50960,2010-09-13,2010-09-02,CERTIFIED,H-2B,CO,2010-12-01,2011-02-28,ROLL INTERNATIONAL CORPORATION,11444 WEST OLYMPIC BLVD,,LOS ANGELES,CA,90064,FRIDA POPOV GLUCOFT,LOS ANGELES,CA,309.137-010,BUTLER,1.0,1,25.0,HR,25.0,HR
4292,C-10211-50701,2010-08-17,2010-07-30,CERTIFIED,H-2B,CA,2010-10-01,2010-12-31,"SRM GROUP, LLC",3450 CAHUENGA BLVD.,SUITE 605,LOS ANGELES,CA,90068,SVETLANA SCHREIBER,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",5.0,5,8.67,HR,8.67,HR
4293,C-09308-46994,2009-11-10,2009-11-04,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"CHINA BLUE FARM, LLC","9460 WILSHIRE BLVD., #450",,BEVERLY HILLS,CA,90212,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,4.0,4,9.33,HR,9.33,HR
4294,C-09287-46667,2009-10-21,2009-10-14,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"MIRALESTE FARMS, LLC",26411CRENSHAW BLVD.,,ROLLING HILLS ESTATES,CA,90274,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-022,STABLE ATTENDANT,3.0,3,10.71,HR,10.71,HR
4295,C-09351-47698,2010-01-22,2009-12-15,DENIED,H-2B,CA,2010-05-01,2012-05-02,MARIA V PAMARAN M.D.,16329 CHERRY FALL LN.,,CERRITOS,CA,90703,,,,301.137-010,"HOUSEKEEPER, HOME",1.0,0,500.0,MTH,500.0,MTH
4296,C-09341-47537,2010-01-07,2009-12-07,CERTIFIED,H-2B,LA,2009-10-01,2010-05-31,"LUKAS ENTERPRISES, INC",5242 KATELLA AVE.,,LOS ALAMITOS,CA,90720,"WILLIAM VELIE / WILLIAM VELIE ATTORNEY AT LAW, PLL",NORMAN,OK,410.674-010,ANIMAL CARETAKER,6.0,6,7.67,HR,7.67,HR
4297,C-10074-49647,2010-03-18,2010-03-15,CERTIFIED,H-2B,CA,2010-04-01,2010-11-30,"LUKAS ENTERPRISES, INC.",5242 KATELLA AVENUE,SUITE 103B,LOS ALAMITOS,CA,90720,RON KATIRAEI,JACKSON HEIGHTS,NY,410.674-022,STABLE ATTENDANT,15.0,15,8.42,HR,8.42,HR
4298,C-10134-50114,2010-05-24,2010-05-14,CERTIFIED,H-2B,KY,2010-04-01,2010-12-01,LUKAS ENTERPRISES INC.,"5242 KATELLA AVENUE,  SUITE 103",,LOS ALAMITOS,CA,90720,CRAIG MCDOUGAL MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,3.0,3,,,,
4299,C-10070-49617,2010-03-16,2010-03-11,CERTIFIED,H-2B,CA,2010-04-01,2010-10-01,KOOLRIVER ADVENTURE TOURS DBA WHITEWATER CONNECTIO,16213 VIRGINIA AVE,,PARAMOUNT,CA,90723,KENDRA S. KEMBEL,MECHANICSBURG,PA,195.227-014,RECREATION LEADER,12.0,12,10.0,HR,10.0,HR
4300,C-09327-47343,2009-11-25,2009-11-23,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"MIKE EDRICK STABLES, INC",2848 TRIUNFO CANYON RD,,AGOURA,CA,91301,"LISA  L. GALLIATH/INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,2.0,2,,,,
4301,C-09293-46729,2009-11-02,2009-10-20,CERTIFIED,H-2B,FL,2010-02-01,2010-11-30,VALLEYCREST LANDSCAPE DEVELOPMENT,24151 VENTURA BLVD.,,CALABASAS,CA,91302,,,,408.687-014,"LABORER, LANDSCAPE",12.0,12,8.87,HR,8.87,HR
4302,C-09307-46959,2009-11-10,2009-11-03,CERTIFIED,H-2B,CO,2010-02-15,2010-11-30,VALLEYCREST LANDSCAPE DEVELOPMENT,24151 VENTURA BLVD.,,CALABASAS,CA,91302,,,,408.687-014,"LABORER, LANDSCAPE",28.0,28,9.63,HR,9.63,HR
4303,C-09317-47175,2009-11-19,2009-11-13,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,ACRES WEST,23200 MULHOLLAND HWY.,,CALABASAS,CA,91302,LISA GALLIATH,SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,3.0,3,,,,
4304,C-09357-47985,2009-12-29,2009-12-21,CERTIFIED,H-2B,TX,2010-04-01,2010-11-30,VALLEYCREST LANDSCAPE DEVELOPMENT (VCD AUSTIN),24151 VENTURA BLVD.,,CALABASAS,CA,91302,,,,408.687-014,"LABORER, LANDSCAPE",15.0,15,7.98,HR,7.98,HR
4305,C-10011-48644,2010-01-14,2010-01-11,PARTIAL CERTIFIED,H-2B,VA,2010-04-01,2010-11-30,VALLEYCREST LANDSCAPE MAINTENANCE (NE REGION),24151 VENTURA BLVD.,,CALABASAS,CA,91302,,,,408.687-014,"LABORER, LANDSCAPE",10.0,8,7.98,HR,7.98,HR
4306,C-09264-46496,2009-10-26,2009-09-21,DENIED,H-2B,CA,2009-10-01,2010-07-30,"AMERICAN EMPLOYMENT AGENCY, INC.",20944 SHERMAN WAY,SUITE 116,CANOGA PARK,CA,91303,ERNESTO VIGUERIAS,CANOGA PARK,CA,323.687-014,"CLEANER, HOUSEKEEPING",37.0,0,10.9,HR,10.9,HR
4307,C-10004-48431,2010-02-11,2009-12-31,DENIED,H-2B,CA,2010-02-01,2010-11-30,"AMERICAN EMPLOYMENT AGENCY, INC.",20944 SHERMAN WAY,SUITE 116,CANOGA PARK,CA,91303,,,,382.664-010,JANITOR,37.0,0,11.87,HR,12.0,HR
4308,C-09288-46676,2009-10-22,2009-10-15,CERTIFIED,H-2B,CA,2009-11-01,2010-02-01,"GENESIS RETAIL, LLC",6350 LAUREL CANYON BLVD. SUITE 344,,NORTH HOLLYWOOD,CA,91316,SVETLANA SCHREIBER / SVETLANA SCHREIBER & ASSOC. C,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",21.0,21,8.73,HR,8.73,HR
4309,C-09288-46675,2009-10-29,2009-10-15,CERTIFIED,H-2B,CA,2009-11-01,2010-02-01,"GENESIS RETAIL, LLC","6350 LAUREL CANYON BLVD., SUITE 344",,NORTH HOLLYWOOD,CA,91316,SVETLANA SCHREIBER / SVETLANA SCHREIBER & ASSOC. C,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",20.0,20,9.43,HR,9.43,HR
4310,C-10132-50100,2010-05-17,2010-05-12,CERTIFIED,H-2B,CA,2010-05-15,2011-02-28,JORGE LUDWIG STABLES,4615 VIA GRANDE,,NEWBURY PARK,CA,91320,LISA L. GALLIATH,SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,3.0,3,,,,
4311,C-09317-47172,2009-11-19,2009-11-13,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,BROOKWAY STABLES,11700 LITTLE TUJUNGA CANYON RD,,LAKEVIEW TERRACE,CA,91342,"LISA  L. GALLIATH/INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-022,STABLE ATTENDANT,6.0,6,,,,
4312,C-09287-46666,2009-10-21,2009-10-14,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,MARK BONE D/B/A HUNTOVER,5035 CERILLOS DRIVE,`,WOODLAND HILLS,CA,91364,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,3.0,3,9.33,HR,9.33,HR
4313,C-09292-46717,2009-10-26,2009-10-19,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"KARAZISSIS BROTHERS, INC.",23012 HATTERAS ST.,,WOODLAND HILLS,CA,91367,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,13.0,13,9.33,HR,9.33,HR
4314,C-09287-46665,2009-10-21,2009-10-14,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"ALCOLE ENTERPRISES, LLC",27101 SAND CANYON RD,,CANYON COUNTRY,CA,91387,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,1.0,1,9.33,HR,9.33,HR
4315,C-09308-46993,2009-11-10,2009-11-04,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"BAYCREST FARMS, LLC",1608 W RIVERSIDE DR.,,BURBANK,CA,91506,LISA L. GALLIATH,SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,2.0,2,9.33,HR,9.33,HR
4316,C-09356-47927,2009-12-28,2009-12-18,CERTIFIED,H-2B,CA,2010-04-01,2010-11-15,CHUCKWAGON,8780 19TH STREET,SUITE 299,ALTA LOMA,CA,91701,JOE ANGEL NICHOLS - THE LAW OFFICES OF JOE A. NICH,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,17.0,17,346.0,WK,346.0,WK
4317,C-09350-47641,2009-12-17,2009-12-10,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"HORRIGAN ENTERPRISES, INC","7945 CARTILLA AVE., SUITE A",,RANCHO CUCAMONGA,CA,91730,"LISA L. GALLIATH, INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-022,STABLE ATTENDANT,1.0,1,,,,
4318,C-10215-50731,2010-08-25,2010-08-03,DENIED,H-2B,CA,2010-10-01,2011-09-29,EMERITA DE GUZMAN D/B/A PRIVATE HOUSEHOLD,1241 S. GRAND AVENUE,NO. H,DIAMOND BARD,CA,91765,MERCY CUBELO CENTENO,ONTARIO,CA,305.281-010,COOK,1.0,0,,,,
4319,C-09303-46915,2009-11-06,2009-10-30,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"GLYN-RAE STABLES, INC.",17522 LYONS VALLEY ROAD,,JAMUL,CA,91935,LISA L. GALLIATH,SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,1.0,1,9.33,HR,9.33,HR
4320,C-10082-49720,2010-04-28,2010-03-23,DENIED,H-2B,CA,2010-07-01,2011-06-30,SUZANNA R. RUF,1471 BIG CANYON TER,,CARDIFF BY THE SEA,CA,92007,,,,301.677-010,CHILD MONITOR,1.0,0,21029.0,YR,21029.0,YR
4321,C-09292-46715,2009-10-22,2009-10-15,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"JOSEPHINA NOR STABLES, LLC",14918 EL CAMINO REAL,,DEL MAR,CA,92014,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,2.0,2,9.33,HR,9.33,HR
4322,C-10013-48742,2010-02-12,2010-01-13,DENIED,H-2B,CA,2010-02-10,2010-12-10,SCANDINAVIAN AVIATION ACADEMY,1835 NORTH MARSHALL AVE.,,EL CAJON,CA,92020,,,,099.227-030,"TEACHER, ADULT EDUCATION",1.0,0,19.0,HR,19.0,HR
4323,C-09341-47523,2009-12-08,2009-12-04,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,HAP HANSEN TRAINING STABLES,2530 LONE JACK RD.,,ENCINITAS,CA,92024,"LISA  L. GALLIATH/INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,7.0,7,9.33,HR,9.33,HR
4324,C-09303-46926,2009-11-06,2009-10-30,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"PEGASUS SHOW STABLES, INC.",P.O. BOX 8509,,RANCHO SANTA FE,CA,92067,LISA L. GALLIATH,SOLANA BEACH,CA,410.674-022,STABLE ATTENDANT,12.0,12,9.33,HR,9.33,HR
4325,C-09316-47135,2009-11-18,2009-11-12,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,FAIRBANKS RIDING CLUB,P.O. BOX 8046,,RANCHO SANTA FE,CA,92067,LISA  L. GALLIATH,SOLANA BEACH,CA,410.674-022,STABLE ATTENDANT,11.0,11,,,,
4326,C-09341-47532,2009-12-09,2009-12-07,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,SUNNYSIDE FARM STABLES,P.O. BOX 1558,,RANCHO SANTA FE,CA,92067,"LISA  L. GALLIATH/INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,1.0,1,9.33,HR,9.33,HR
4327,C-10231-50873,2010-09-10,2010-08-19,DENIED,H-2B,CA,2010-08-10,2011-05-10,"POLO LINK AGENCY, INC.",5340 LINEA DEL CIELO,,RANCHO SANTA FE,CA,92067,,,,301.687-010,CARETAKER,2.0,0,8.86,HR,8.86,HR
4328,C-10048-49372,2010-03-08,2010-02-17,CERTIFIED,H-2B,CA,2010-04-01,2010-11-25,"SAN DIEGUITO EQUINE GROUP, INC",1202 CALLE MARIA,,SAN MARCOS,CA,92069,LISA  L. GALLIATH,SOLANA BEACH,CA,079.361-014,VETERINARY TECHNICIAN,1.0,1,16.28,HR,16.28,HR
4329,C-10235-50893,2010-09-13,2010-08-23,DENIED,H-2B,CA,2010-06-07,2011-06-07,MARIA ESTHER CORTEZ DBA EDITH'S SEWING,110 BOSSTICK BLVD.,,SAN MARCOS,CA,92069,,,,929.137-022,WAREHOUSE SUPERVISOR,1.0,0,,,,
4330,C-10141-50155,2010-06-15,2010-05-21,DENIED,H-2B,CA,2010-07-01,2011-07-01,WILLIAM E. PILMER DBA R DENTAL CERAMICS,530 LOMAS SANTA FE,SUITE F,SOLANA BEACH,CA,92075,,,,712.381-018,DENTAL LABORATORY TECHNICIAN,1.0,0,,,,
4331,C-09328-47374,2009-11-30,2009-11-24,CERTIFIED,H-2B,CA,2010-02-15,2010-10-10,"GOLDEN WEST CONCESSIONS, INC.",4957 COCONINO WAY,,SAN DIEGO,CA,92117,JOE NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,20.0,20,338.4,WK,338.4,WK
4332,C-09278-46597,2009-10-09,2009-10-05,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,"NEWMARKET, INC.",13875 OLD EL CAMINO REAL,,SAN DIEGO,CA,92130,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-022,STABLE ATTENDANT,6.0,6,9.33,HR,9.33,HR
4333,C-10028-49099,2010-03-03,2010-01-28,DENIED,H-2B,CA,2010-01-01,2011-01-01,A - TECH AVIATION,1267 KATHERINE COURT,,BEAUMONT,CA,92223,THOMAS J. STEFANSKI,LOS ANGELES,CA,862.381-010,"AIRCRAFT MECHANIC, PLUMBING AND HYDRAULICS",3.0,0,24.62,HR,24.62,HR
4334,C-10214-50713,2010-08-05,2010-08-02,CERTIFIED,H-2B,FL,2010-10-01,2011-04-30,TRIANGLE BAR FARMS CORP,52-995 CAHOUN STREET,,COACHELLA,CA,92236,JENNIFER L. KUZMAN,SAN DIEGO,CA,410.674-022,STABLE ATTENDANT,4.0,4,8.5,HR,8.5,HR
4335,C-10214-50717,2010-08-05,2010-08-02,CERTIFIED,H-2B,CA,2010-10-01,2011-04-30,TRIANGLE BAR FARMS CORP,52-995 CAHOUN STREET,,COACHELLA,CA,92236,JENNIFER LYNN KUZMAN,SAN DIEGO,CA,410.674-022,STABLE ATTENDANT,2.0,2,8.75,HR,8.75,HR
4336,C-10179-50394,2010-07-22,2010-06-28,DENIED,H-2B,CA,2010-08-01,2011-02-01,ROLLINS FAMILY,19171 COCHISE COURT,,APPLE VALLEY,CA,92307,,,,,,1.0,0,,,,
4337,C-09306-46931,2009-11-09,2009-11-02,CERTIFIED,H-2B,CA,2009-10-01,2010-06-10,"DEBBY'S CONFECTIONS, INC.",451 FOGG,,COLTON,CA,92324,"JOE A. NICHOLS - LAW OFFICES OF JOE A. NICHOLS, P.",SANFORD,FL,341.367-010,RECREATION FACILITY ATTENDANT,106.0,106,346.0,WK,346.0,WK
4338,C-09337-47481,2009-12-07,2009-12-03,CERTIFIED,H-2B,CA,2010-02-15,2010-11-30,"HELM & SONS AMUSEMENTS, INC.",480 AGUA MANSA ROAD,,COLTON,CA,92324,JOE ANGEL NICHOLS - THE LAW OFFICES OF JOE A. NICH,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,109.0,109,346.0,WK,346.0,WK
4339,C-09356-47874,2009-12-28,2009-12-18,PARTIAL CERTIFIED,H-2B,CA,2010-04-01,2010-11-30,PALETERIA GUADALUPANA INC,10557 JUNIPER AVE. #N,,FONTANA,CA,92337,SARAH E. FARRELL,VASS,NC,291.457-022,VENDOR,60.0,59,8.0,HR,8.0,HR
4340,C-10096-49819,2010-04-09,2010-04-06,CERTIFIED,H-2B,CA,2010-04-01,2010-11-30,"NORTH AMERICAN AMUSEMENT, INC. DBA SHAMROCK SHOWS",11101 CALABASH AVE.,,FONTANA,CA,92337,"JOE ANGEL NICHOLS - LAW OFFICE OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,59.0,59,351.6,WK,351.6,WK
4341,C-09350-47612,2010-01-08,2009-12-11,CERTIFIED,H-2B,CA,2010-02-15,2010-11-15,"UK INTERNATIONAL SOCCER CAMPS, INC","525 AMIGOS DRIVE, SUITE 2",,REDLANDS,CA,92373,"JANE C. CHIANG, ESQ",QUINCY,MA,153.227-010,"COACH, PROFESSIONAL ATHLETES",145.0,145,,,,
4342,C-09282-46632,2009-10-16,2009-10-09,CERTIFIED,H-2B,CA,2010-02-01,2010-11-15,"VICTOR MARCUS, INC. D/B/A MARCUS CONCESSIONS",3337 W. FLORIDA PMB 243,,HEMET,CA,92545,JOE A. NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,9.0,9,346.8,WK,346.8,WK
4343,C-10168-50308,2010-07-19,2010-06-17,DENIED,H-2B,GA,2010-07-15,2011-07-15,FEDERAL RESERVE BANK OF ATLANTA,25100 FIR AVENUE,#73,MORENO VALLEY,CA,92553,,,,217.485-010,CURRENCY COUNTER,16.0,0,,,,
4344,C-10132-50102,2010-05-17,2010-05-12,CERTIFIED,H-2B,CA,2010-04-29,2010-11-28,"SUSAN HUTCHISON STABLES, INC.",37475 AVENIDA CHAPALA,,TEMECULA,CA,92592,"LISA L GALLIATH/INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,1.0,1,,,,
4345,C-09336-47458,2009-12-07,2009-12-02,CERTIFIED,H-2B,CA,2010-02-01,2010-11-15,KASTL AMUSEMENTS,23905 CLINTON KEITH UNIT 114-520,,WILDOMAR,CA,92595,"JOE ANGEL NICHOLS - LAW OFFICES OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,18.0,18,346.0,WK,346.0,WK
4346,C-09364-48350,2010-01-06,2009-12-30,PARTIAL CERTIFIED,H-2B,CA,2010-02-15,2010-11-30,"PAUL MAURER SHOWS, LLC",P.O. BOX 3211,,HUNTINGTON BEACH,CA,92605,JOE NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,29.0,28,346.4,WK,346.4,WK
4347,C-10056-49482,2010-04-06,2010-02-25,CERTIFIED,H-2B,CA,2010-04-01,2010-10-31,ST REGIS MONARCH BEACH,ONE MONARCH BEACH,,DANA POINT,CA,92629,,,,318.137-010,KITCHEN STEWARD/STEWARDESS,13.0,13,8.75,HR,8.75,HR
4348,C-10174-50354,2010-06-25,2010-06-23,CERTIFIED,H-2B,KY,2010-04-01,2010-12-01,MICHAEL STIDHAM RACING STABLE,28202 PALMADA,,MISSION VIEJO,CA,92692,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,6.0,6,7.25,HR,7.25,HR
4349,C-09306-46943,2009-11-09,2009-11-02,CERTIFIED,H-2B,CA,2009-12-09,2010-09-30,JOHN ALDEN ENTERPRISES,9047 WAGNER RIVER CIRCLE,,FOUNTAIN VALLEY,CA,92708,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,ANIMAL CARETAKER,2.0,2,9.33,HR,9.33,HR
4350,C-09309-47012,2009-11-12,2009-11-05,CERTIFIED,H-2B,CA,2010-01-30,2010-11-23,GUADAGNO AND SONS AMUSEMENTS,12842 VALLEY VIEW ST. #103,,GARDEN GROVE,CA,92845,JOE ANGEL NICHOLS/THE LAW OFFICE OF JOE A. NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,29.0,29,346.8,WK,346.8,WK
4351,C-10011-48629,2010-01-11,2010-01-05,CERTIFIED,H-2B,CA,2010-04-01,2010-10-30,"CRUTCHEE-S, INC.",24124 NOBE ST,,CORONA,CA,92883,JOE ANGEL NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,12.0,12,346.0,WK,346.0,WK
4352,C-09335-47445,2009-12-03,2009-12-01,CERTIFIED,H-2B,CA,2010-01-15,2010-11-15,WOLD AMUSEMENTS INC.,P.O. BOX 419,,HANFORD,CA,93232,JOE ANGEL NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,30.0,30,351.6,WK,351.6,WK
4353,C-09303-46920,2009-12-04,2009-10-30,DENIED,H-2B,CA,2010-01-04,2010-11-03,MAMMA MARINEZ CONCESSIONS,2813 KENTUCKY STREET,,BAKERSFIELD,CA,93306,JOE ANGEL NICHOLS/THE LAW OFFICE OF JOE A. NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,20.0,0,353.2,WK,353.2,WK
4354,C-09334-47419,2009-12-03,2009-11-30,CERTIFIED,H-2B,CA,2010-01-04,2010-10-31,"WEST COAST CONCESSIONS FAIRS, INC. D/B/A BIG BUBBA",115 FAIRVIEW LANE,,PASO ROBLES,CA,93446,"JOE ANGEL NICHOLS - LAW OFFICES OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,37.0,37,351.6,WK,351.6,WK
4355,C-10012-48685,2010-01-15,2010-01-12,CERTIFIED,H-2B,CA,2010-02-01,2010-11-25,"BRANDER ENTERPRISES, INC. D/B/A TEXAS DONUTS",7645 CATTLE DR.,,SANTA MARGARITA,CA,93453,JOE ANGEL NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,14.0,14,346.8,WK,346.8,WK
4356,C-10214-50723,2010-08-19,2010-08-02,CERTIFIED,H-2B,CA,2010-10-30,2011-05-31,MAMMOTH MOUNTAIN SKI RESORT,P.O. BOX 24 OR 1 MINARET ROAD,,MAMMOTH LAKES,CA,93546,HUMBERTO R. GRAY,LOS ANGELES,CA,153.227-018,"INSTRUCTOR, SPORTS",45.0,45,17.88,HR,17.88,HR
4357,C-10214-50716,2010-08-19,2010-08-02,CERTIFIED,H-2B,CA,2010-10-30,2011-05-31,MAMMOTH MOUNTAIN SKI RESORT,P.O. BOX 24,1 MINARET ROAD,MAMMOTH LAKES,CA,93546,HUMBERTO R. GRAY,LOS ANGELES,CA,349.664-010,AMUSEMENT PARK WORKER,24.0,24,9.5,HR,9.5,HR
4358,C-10214-50721,2010-08-19,2010-08-02,CERTIFIED,H-2B,CA,2010-10-30,2011-05-31,MAMMOTH MOUNTAIN SKI RESORT,P.O. BOX 24,1 MINARET ROAD,MAMMOTH LAKES,CA,93546,"HUMBERTO R. GRAY, A PROFESSIONAL LAW CORPORATION",LOS ANGELES,CA,099.224-010,"INSTRUCTOR, PHYSICAL EDUCATION",40.0,40,14.59,HR,14.59,HR
4359,C-10214-50718,2010-08-19,2010-08-02,CERTIFIED,H-2B,CA,2010-10-30,2011-05-31,MAMMOTH MOUNTAIN SKI RESORT,P.O. BOX 24,1 MINARET ROAD,MAMMOTH LAKES,CA,93546,HUMBERTO R. GRAY,LOS ANGELES,CA,153.227-018,"INSTRUCTOR, SPORTS",50.0,50,14.85,HR,14.85,HR
4360,C-09293-46737,2009-10-27,2009-10-20,CERTIFIED,H-2B,CA,2010-01-02,2010-10-31,"FRASER & FRASER, INC.",812 VIA ROSA,,LOS BANOS,CA,93635,LAW OFFICE OF JOE A. NICHOLS P.A./JOE ANGEL NICHOL,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,12.0,12,353.2,WK,353.2,WK
4361,C-10019-48849,2010-02-04,2010-01-19,CERTIFIED,H-2B,CA,2010-01-15,2010-10-31,JLQ CONCESSIONS,11719 EAST ASHLAND AVENUE,,SANGER,CA,93657,"JOE ANGEL NICHOLS - LAW OFFICE OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,20.0,20,,,,
4362,C-10140-50146,2010-05-25,2010-05-20,CERTIFIED,H-2B,CA,2010-04-01,2010-11-30,JOSE CONCESSIONS,997 SECOND ST.,,SANGER,CA,93657,JOE ANGEL NICHOLS - LAW OFFICE OF JOE A. NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,58.0,58,,,,
4363,C-10026-49032,2010-02-01,2010-01-26,CERTIFIED,H-2B,CA,2010-02-22,2010-11-15,DANDY SOUVENIRS,4692 E. LOWE AVE,,FRESNO,CA,93702,JOE ANGEL NICHOLS - THE LAW OFFICE OF JOE A. NICHO,SANFORD,FL,341.367-010,RECREATION FACILITY ATTENDANT,20.0,20,8.65,HR,346.0,HR
4364,C-10183-50424,2010-07-07,2010-07-02,CERTIFIED,H-2B,CA,2010-06-25,2010-11-15,DANDY SOUVENIRS,4692 E. LOWE AVE,,FRESNO,CA,93702,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,AMUSEMENT PARK WORKER,20.0,20,346.0,WK,346.0,WK
