,CASE_NUMBER,RECENT_DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
3894,H-400-14042-410970,2014-02-24,2014-02-11,Withdrawn,H-2B,IN,2014-04-15,2014-11-30,"Miller Concessions, Inc.",1865 Hwy 25 NE,,Foley,MN,56329,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,35-3021,"Combined Food Preparation and Serving Workers,",Combined Food Preparation & Serving (Mobile),0,7.84,Hour,7.84,Hour
3895,H-400-14044-644949,2014-03-05,2014-02-13,Partial Certification,H-2B,NY,2014-04-15,2014-10-31,PLAZA SURF N' SPORTS,89 ROUTE 25 A,,ROCKY POINT,NY,11778,MELINDA A RUBIN PC,MELINDA RUBIN,HAMPTON BAYS,NY,43-5081,Stock Clerks and Order Fillers,MARKING CLERKS,5,12.03,Hour,12.03,Hour
3896,H-400-14044-833784,2014-02-27,2014-02-13,Partial Certification,H-2B,TX,2014-04-01,2014-11-28,JAVIER MARTINEZ LAWNCARE,2020 Lyle Avenue,,Waco,TX,76708,USA WORKS,E. Gaither,Lake Park,GA,37-3011,Landscaping and Groundskeeping Workers,Laborer,22,8.0,Hour,8.0,Hour
3897,H-400-14051-850829,2014-03-17,2014-02-20,Partial Certification,H-2B,TX,2014-03-17,2014-12-31,"CESAR ENTERPRISES, INC.",2800 EVERGALDES,,BROWNSVILLE,TX,78521,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,47-2211,Sheet Metal Workers,SHEET METAL CRAFTSMAN,75,14.78,Hour,14.78,Hour
3898,H-400-14051-612771,2014-03-06,2014-02-20,Certification,H-2B,NY,2014-04-01,2014-12-01,LDH INC,240 HAYGROUND ROAD,,WATER MILL,NY,11976,MELINDA A RUBIN PC,MELINDA RUBIN,HAMPTON BAYS,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPER,1,14.15,Hour,14.15,Hour
3899,H-400-14052-754091,2014-03-07,2014-02-21,Certification,H-2B,NY,2014-04-01,2014-12-31,"Macchia Landscaping, Inc.",115 Lake Street,,West Harrison,NY,10604,Pollack Pollack Isaac & DeCicco,Conrad Pollack,New York,NY,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,15.57,Hour,15.57,Hour
3900,H-400-14054-829010,2014-03-10,2014-02-24,Certification,H-2B,MD,2014-04-01,2014-12-31,PROUD PUP FISHERIES,2131 A HOOPERSVILLE RD,,FISHING CREEK,MD,21634,,,,,45-3011,Fishers and Related Fishing Workers,Fisherman,10,7.88,Hour,7.88,Hour
3901,H-400-14050-270543,2014-03-05,2014-02-19,Certification,H-2B,NJ,2014-04-01,2014-11-01,"Stretch's Prof. Cleaning Service, Inc.",3408A Long Beach Blvd.,,Long Beach Twp.,NJ,08008,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-2012,Maids and Housekeeping Cleaners,Cleaning Technicians,12,9.61,Hour,9.61,Hour
3902,H-400-14056-892374,2014-03-11,2014-02-25,Certification,H-2B,GA,2014-03-11,2014-10-31,"TOTAL CLEAN AND HAUL, INC.",3017 VILLA ESTA DR.,,CHAMBLEE,GA,30341,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,37-2011,"Janitors and Cleaners, Except Maids and",CLEANER,10,11.59,Hour,11.59,Hour
3903,H-400-14051-584417,2014-03-28,2014-02-28,Certification,H-2B,MD,2014-03-28,2014-12-08,"Woodfield Landscaping, Inc.",1800 West Grove Avenue,,Fallston,MD,21047,"LAW OFFICES OF KENDRA S. ELLIOTT, ESQ.",KENDRA ELLIOTT,ENOLA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscaper,9,9.56,Hour,9.56,Hour
3904,H-400-14055-578559,2014-03-12,2014-02-26,Certification,H-2B,MA,2014-04-15,2014-11-01,LUSTER PACKARD INC,4 KILEY COURT,,PROVINCETOWN,MA,02657,"MARTINEZ & SORDO, P.A.",EMILIO MARTINEZ,MIAMI,FL,35-2021,Food Preparation Workers,FOOD PREPARATION WORKER,8,11.79,Hour,11.79,Hour
3905,H-400-14085-683060,2014-05-15,2014-04-14,Denied,H-2B,CO,2014-06-01,2014-10-31,NORTHSIDE COFFEE & KITCHEN LLC,20 NOTTINGHAM RD.,,AVON,CO,81620,,,,,35-2014,"Cooks, Restaurant",Seasonal Chef,0,10.0,Hour,10.0,Hour
3906,H-400-14085-404611,2014-04-22,2014-03-28,Certification,H-2B,SC,2014-05-01,2014-10-31,"HHB&T Convention Center, Inc.",40 Folly Field Road,,Hilton Head Island,SC,29928,LAW OFFICE OF MICHAEL W MOGIL PA,MICHAEL MOGIL,HILTON HEAD ISLAND,SC,35-2014,"Cooks, Restaurant",Line Cook,4,10.48,Hour,10.48,Hour
3907,H-400-14086-539628,2014-04-11,2014-03-28,Certification,H-2B,ME,2014-06-20,2014-10-15,THE BIRCHES RESORT INC.,21 MOOSEHEAD ROAD,PO BOX 369,GREENVILLE,ME,04441,"MARTINEZ & SORDO, P.A.",EMILIO MARTINEZ,MIAMI,FL,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,3,10.19,Hour,10.19,Hour
3908,H-400-14083-167157,2014-04-23,2014-03-24,Partial Certification,H-2B,ME,2014-05-01,2014-10-31,"Trenton Bridge Lobster Pound, Inc.",1237 Bar Harbor Rd.,,Trenton,ME,04605,"LAW OFFICE OF MICHELE CONTRERAS, LLC",MICHELE CONTRERAS,Cherry Hill,NJ,35-3021,"Combined Food Preparation and Serving Workers,",Kitchen/Counter Helper,9,9.28,Hour,9.28,Hour
3909,H-400-14083-800411,2014-04-08,2014-03-25,Certification,H-2B,NJ,2014-04-08,2014-12-18,"Lewis Landscapes, Inc",PO Box 42,,Norwood,NJ,07648,"LAW OFFICE OF MICHELE CONTRERAS, LLC",MICHELE CONTRERAS,Cherry Hill,NJ,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,3,15.57,Hour,15.57,Hour
3910,H-400-14084-465301,2014-04-30,2014-03-25,Certification,H-2B,LA,2014-04-30,2014-11-25,Jims Rides INC,3162 Hwy 171,,Lake Charles,LA,70611,"ATJ LABOR CONSULTING, LLC",ALEJANDRO TREVINO,HARLINGEN,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,10,371.2,Week,371.2,Week
3911,H-400-14068-927296,2014-03-27,2014-03-13,Certification,H-2B,IN,2014-04-28,2014-10-27,"MURRAY BROS. SHOWS, INC",6282 ASHBOURNE PLACE,,CINCINNATI,OH,45233-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,10,334.0,Week,334.0,Week
3912,H-400-14041-451094,2014-02-27,2014-02-13,Certification,H-2B,CO,2014-02-27,2014-12-01,"B & D Landscape, Inc.",PO Box 1318,,Morrison,TX,80465,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.49,Hour,9.49,Hour
3913,H-400-14042-877582,2014-02-25,2014-02-11,Certification,H-2B,MD,2014-04-01,2014-11-30,"A.E. PHILLIPS & SON, INC.",2423 HOOPERS ISLAND ROAD,,FISHING CREEK,MD,21634,,,,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood Processor,49,7.52,Hour,7.52,Hour
3914,H-400-14042-990607,2014-03-11,2014-02-15,Withdrawn,H-2B,OK,2014-05-01,2014-12-01,ELLSWORTH CONSTRUCTION COMPANY,5141 SOUTH 24TH WEST AVENUE,,TULSA,OK,74107-9054,KATHY HAWS & ASSOCIATES,KATHRYN HAWS,MONKEY ISLAND,OK,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,0,10.73,Hour,10.73,Hour
3915,H-400-14049-560519,2014-03-04,2014-02-18,Certification,H-2B,OR,2014-03-04,2014-12-31,BLACK BEAR DINER,3921 FIELDBROOK AVENUE,,MEDFORD,OR,97504,"NORTHWEST PLACEMENT USA, LLC",JOHN-CARL ROGGE,BILLINGS,MT,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,5,9.94,Hour,9.94,Hour
3916,H-400-14051-876416,2014-03-06,2014-02-20,Certification,H-2B,UT,2014-03-06,2014-11-30,"All States Landscaping, Inc.",12300 S. 611 W.,,Draper,UT,84020,"Law Office of Spencer P. Call, PLLC",Spencer Call,Tooele,UT,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,13.52,Hour,13.52,Hour
3917,H-400-14051-432302,2014-03-06,2014-02-20,Certification,H-2B,TX,2014-03-06,2014-12-31,"CVC CONSTRUCTION, INC",7260 VICTORIA CT. STE. 4,,BROWNSVILLE,TX,78521,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,47-2211,Sheet Metal Workers,METAL FABRICATORS,100,14.78,Hour,14.78,Hour
3918,H-400-14042-965756,2014-02-25,2014-02-11,Certification,H-2B,TX,2014-03-01,2014-11-10,"Roger Westmoreland Concessions, Inc.",637 CR 2904,"(MAIL: PO Box 1090, Hughes Springs, TX 75656)",Hughes Springs,TX,75656,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,35-3021,"Combined Food Preparation and Serving Workers,",Combined Food Preparation & Serving (Mobile),8,7.25,Hour,7.25,Hour
3919,H-400-14043-560031,2014-02-26,2014-02-12,Certification,H-2B,SD,2014-04-01,2014-12-15,SOUTH DAKOTA WHEAT GROWERS,908 LAMONT STREET SOUTH,,ABERDEEN,SD,57401,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,49-9098,"Helpers--Installation, Maintenance, and Repair",GRAIN/AG LABORER,18,11.68,Hour,11.68,Hour
3920,H-400-14044-394251,2014-04-10,2014-03-11,Denied,H-2B,CA,2014-05-01,2017-04-30,ROWENA AQUINO,175 S. Rio Vista St. Apt. 18,,ANAHEIM,CA,92806,,,,,37-2012,Maids and Housekeeping Cleaners,House Maid,0,10.0,Hour,10.0,Hour
3921,H-400-14044-709375,2014-03-04,2014-02-18,Certification Expired,H-2B,AK,2014-05-01,2014-09-30,"PETER PAN SEAFOODS, INC.","2200 6TH AVENUE,",SUITE 1000,SEATTLE,WA,98121,,,,,51-3092,Food Batchmakers,SALMON ROE TECHNICIAN,14,9.89,Hour,9.89,Hour
3922,H-400-14045-879851,2014-03-18,2014-03-04,Certification,H-2B,MA,2014-05-12,2014-10-14,NANTUCKET GOLF CLUB,PO BOX 313,250 MILESTONE ROAD,SIASCONSET,MA,02564,"ANTIOCH ASSOCIATES USA II, INC.",MARK CARCHIDI,YARMOUTH PORT,MA,35-3031,Waiters and Waitresses,WAITERS AND WAITRESSES,5,13.18,Hour,13.18,Hour
3923,H-400-14049-301507,2014-03-10,2014-02-24,Certification,H-2B,MA,2014-05-18,2014-11-24,"EASTWARD HO! COUNTRY CLUB, INC.",325 FOX HILL ROAD,,CHATHAM,MA,02633,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",LINE COOKS,7,13.85,Hour,13.85,Hour
3924,H-400-14043-948394,2014-02-28,2014-02-14,Certification Expired,H-2B,MA,2014-05-21,2014-09-21,SCONSET GENERAL STORE,4 MAIN STREET,P.O. BOX 19,SIACONSET/NANTUCKET,MA,02564,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,41-2011,Cashiers,CASHIER - CLERKS,4,11.85,Hour,11.85,Hour
3925,H-400-14043-515158,2014-03-07,2014-02-23,Certification,H-2B,MA,2014-04-01,2014-12-15,"CROWN & ANCHOR, LLC",247 COMMERCIAL STREET,,PROVINCETOWN,MA,02657,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,51-6011,Laundry and Dry-Cleaning Workers,HOUSEKEEPERS,4,11.92,Hour,11.92,Hour
3926,H-400-14049-429054,2014-03-04,2014-02-18,Partial Certification,H-2B,IL,2014-04-01,2014-12-15,"Mosaic Construction Services, Inc.",1736 Flint Hill Park Lane,,Wentzville,MO,63385,SINTSIRMAS & MUELLER CO. L.P.A.,CAROLINE MUELLER,TWINSBURG,OH,47-4041,Hazardous Materials Removal Workers,Asbestos Removal Worker,3,24.53,Hour,24.53,Hour
3927,H-400-14050-064065,2014-03-24,2014-03-10,Certification,H-2B,AK,2014-05-25,2014-11-15,"WESTWARD SEAFOODS, INC.",2101 FOURTH AVENUE,SUITE 1700,SEATTLE,WA,98121-2377,Davis Wright Tremaine LLP,Richard Rawson,Seattle,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),13,10.0,Hour,10.0,Hour
3928,H-400-14051-922987,2014-03-18,2014-02-25,Certification Expired,H-2B,MD,2014-04-01,2014-09-30,Sandy Hill LLC,3380 Turkey Point Road,,North East,MD,21901,"LAW OFFICES OF FARZANA HASSONJEE, LLC",FARZANA HASSONJEE,CHADDS FORD,PA,39-9032,Recreation Workers,Ropes Course Supervisor,2,13.0,Hour,13.0,Hour
3929,H-400-14051-342120,2014-03-14,2014-02-20,Partial Certification,H-2B,SC,2014-04-03,2014-12-31,"JACCO, LLC",1795 Snowbird Road,,Robbinsville,NC,28771,Labor Consultants International,Ginny Muilenburg,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Labor Grounds Maintenance,32,10.68,Hour,10.68,Hour
3930,H-400-14050-897240,2014-03-14,2014-02-19,Certification,H-2B,MA,2014-04-13,2014-10-19,ISLAND HOLDINGS LLC,"321 COMMONWEALTH ROAD, SUITE 201",,WAYLAND,MA,01778,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,35-2014,"Cooks, Restaurant",COOK,5,14.49,Hour,14.49,Hour
3931,H-400-14041-557184,2014-04-18,2014-03-27,Certification,H-2B,TX,2014-04-18,2014-11-30,"Protect-O-Burn North America, LLC",3507 Plaza East Court,,Granbury,TX,76049,"VERSFELD & HUGO, LLC",LEON VERSFELD,KANSAS CITY,MO,11-1021,General and Operations Managers,General Manager,1,40.46,Hour,40.46,Hour
3932,H-400-14058-220666,2014-03-26,2014-02-27,Denied,H-2B,NJ,2014-03-15,2014-11-30,SANCHEZ LANDSCAPING,39 LINCOLN AVE,,JAMESBURG,NJ,08831,,,,,37-3011,Landscaping and Groundskeeping Workers,Groundkeepers,0,12.46,Hour,12.46,Hour
3933,H-400-14059-186482,2014-03-17,2014-02-28,Certification,H-2B,IA,2014-03-17,2014-12-31,"PLAYA MARGARITAS MEXICAN RESTAURANT, LLC.",707 W. MCLANE ST.,,OSCEOLA,IA,50213,"DATA PROCESSING SPECIALIST, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,5,8.58,Hour,8.58,Hour
3934,H-400-14083-855073,2014-04-07,2014-03-24,Certification,H-2B,TX,2014-04-07,2014-11-16,"Sanford & Sons, Inc.",5364 CR 1005,,Center,TX,75935,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,11,10.25,Hour,10.25,Hour
3935,H-400-14083-159189,2014-04-07,2014-03-24,Certification,H-2B,LA,2014-04-07,2014-11-01,"Daily Services, LLC",1686 General Mouton Ave.,,Lafayette,LA,70505,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,8.31,Hour,8.31,Hour
3936,H-400-14084-556286,2014-04-14,2014-03-25,Partial Certification,H-2B,NC,2014-04-14,2014-12-15,Reilly Road Farmers Market,445 N Reilly Rd,,Fayetteville,NC,28303,International Labor Management Crop,Daniel Farrell,Vass,NC,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Garden Center / Market Worker,7,8.55,Hour,8.55,Hour
3937,H-400-14079-847449,2014-04-15,2014-03-26,Certification,H-2B,SD,2014-05-01,2014-10-15,Chief Enterprises Inc,PO Box 672,,Custer,SD,57730,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,35-2021,Food Preparation Workers,Food Prepartion Worker,25,7.94,Hour,7.94,Hour
3938,H-400-14084-937846,2014-04-11,2014-03-28,Certification,H-2B,MA,2014-04-15,2014-12-10,"THE BROTHERHOOD OF THIEVES RESTAURANT MANAGEMENT GROUP, INC.",P.O. BOX 388,,NANTUCKET,MA,02554,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",COOKS,3,13.85,Hour,13.85,Hour
3939,H-400-14078-731375,2014-04-09,2014-03-26,Certification,H-2B,CO,2014-04-09,2014-11-30,SaBell's Enterprises LLP,5650 Ward Road,,Arvada,CO,80002,"LAW OFFICE OF CHRIS POOLEY, ESQ.",CHRISTOPHER POOLEY,AVON,CO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,13.35,Hour,13.35,Hour
3940,H-400-14070-571105,2014-03-26,2014-03-12,Certification,H-2B,AZ,2014-05-01,2014-11-20,BISHOP AMUSEMENT RIDES,850 FM 2537,,SAN ANTONIO,TX,78221-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,26,356.4,Week,356.4,Week
3941,H-400-14063-881805,2014-03-18,2014-03-04,Certification,H-2B,OH,2014-03-18,2014-11-30,"Vixcon Co, LLC",11895 La Due Trail,,Chargin Falls,OH,44023,"ATJ LABOR CONSULTING, LLC",ALEJANDRO TREVINO,HARLINGEN,TX,37-3011,Landscaping and Groundskeeping Workers,"Laborer, Landscape",15,12.05,Hour,12.05,Hour
3942,H-400-14063-790326,2014-03-18,2014-03-04,Certification,H-2B,LA,2014-03-18,2014-11-10,"Amusement Attractions, INC",13007 Whitnell Way,,Riverview,FL,33579,"ATJ LABOR CONSULTING, LLC",ALEJANDRO TREVINO,HARLINGEN,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,20,408.0,Week,408.0,Week
3943,H-400-14041-819045,2014-02-24,2014-02-10,Certification,H-2B,NJ,2014-03-24,2014-11-15,Absolute Landscaping Inc,154 Pointers Auburn Rd,,Pedricktown,NJ,08067,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.94,Hour,9.94,Hour
3944,H-400-14042-571441,2014-03-12,2014-02-11,Denied,H-2B,NY,2014-03-01,2017-03-01,MAGDE LAND SURVEYING PC,4460 CULVER ROAD,,ROCHESTER,NY,14622,,,,,17-3031,Surveying and Mapping Technicians,Land Surveying Technician,0,12.5,Hour,12.5,Hour
3945,H-400-14044-128018,2014-03-21,2014-03-07,Certification,H-2B,ME,2014-04-16,2014-11-15,"ANCHORAGE MOTOR INN OF OGUNQUIT, INC.",P.O. BOX 2406,125 SHORE ROAD,OGUNQUIT,ME,03907,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,37,9.66,Hour,9.66,Hour
3946,H-400-14044-986991,2014-03-20,2014-02-24,Certification,H-2B,ME,2014-06-01,2014-11-04,"ANCHORAGE MOTOR INN OF OGUNQUIT, INC.",P.O. BOX 2406,125 SHORE ROAD,OGUNQUIT,ME,03907,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-9021,Dishwashers,DISHWASHERS,4,9.11,Hour,9.11,Hour
3947,H-400-14041-299263,2014-02-26,2014-02-10,Certification Expired,H-2B,,2014-05-27,2014-09-20,"Bobick Concessions, Inc",5571 Calder Ave SE,,Delano,MN,55328,SOUTHERN IMPACT,LESLI DOWNS,Fairview,OK,35-3022,"Counter Attendants, Cafeteria, Food Concession,",Amusement & Recreation Attendant,6,8.17,Hour,8.17,Hour
3948,H-400-14042-535616,2014-02-25,2014-02-11,Certification,H-2B,NY,2014-03-15,2014-12-25,Green Side Contracting,5050 Hylan Blvd.,,Staten Island,NY,10312,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,10.3,Hour,10.3,Hour
3949,H-400-14042-582121,2014-02-25,2014-02-11,Certification,H-2B,SD,2014-04-30,2014-11-01,THE ROCKET MOTEL,211 MT. RUSHMORE ROAD,,CUSTER,SD,57730,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,4,8.87,Hour,8.87,Hour
3950,H-400-14042-615705,2014-03-07,2014-02-11,Certification,H-2B,MO,2014-04-01,2015-01-04,Big Cedar LLC,612 Devils Pool Rd,,Ridgedale,MO,65739,HELP,JOSEPH YOUNG,GOFFSTOWN,NH,35-2014,"Cooks, Restaurant","cook, restaurant",10,10.47,Hour,10.47,Hour
3951,H-400-14043-242951,2014-02-26,2014-02-12,Certification,H-2B,VA,2014-03-01,2014-12-01,"Terra Forma Landscaping, LLC",107 Charnwood Road,,Richmond,VA,23229,WORKFORCE ADVANTAGE,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,6,9.41,Hour,9.41,Hour
3952,H-400-14042-261368,2014-03-24,2014-02-28,Certification,H-2B,TX,2014-05-01,2015-03-01,"Cruzito, Inc.",1730 Bayou Court,,Brownsville,TX,78521,CREW READINESS SERVICES,ISRAEL LINARTE,LAGUNA VISTA,TX,45-3011,Fishers and Related Fishing Workers,Shrimp Boat Deckhand/Header,6,17.74,Hour,17.74,Hour
3953,H-400-14045-503146,2014-03-05,2014-02-19,Partial Certification,H-2B,AZ,2014-04-01,2014-11-30,"Pine Canyon Golf, LLC",3000 South Clubhouse Circle,,Flagstaff,AZ,86001,CORPORATE & EMPLOYEE SERVICES,CHARLES THURGOOD,PHOENIX,AZ,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,22,9.22,Hour,9.22,Hour
3954,H-400-14041-058826,2014-02-25,2014-02-11,Certification,H-2B,IL,2014-02-25,2014-12-15,T. Landscaping Corporation,104 Woodlawn Drive,,Mundelein,IL,60060,"IMMIGRATION LAWYERS, P.C.",CHARLES CUI,CHICAGO,IL,37-3011,Landscaping and Groundskeeping Workers,Landscaper,2,12.32,Hour,12.32,Hour
3955,H-400-14043-613539,2014-02-26,2014-02-12,Partial Certification,H-2B,NJ,2014-03-17,2014-12-15,Rob Paton Landscaping Inc,69 Broadway,,Park Ridge,NJ,07656,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,5,10.65,Hour,10.65,Hour
3956,H-400-14043-364648,2014-03-07,2014-02-23,Certification,H-2B,MA,2014-04-01,2014-12-15,"CROWN & ANCHOR, LLC",247 COMMERCIAL STREET,,PROVINCETOWN,MA,02657,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2011,"Janitors and Cleaners, Except Maids and",JANITORS,4,14.28,Hour,14.28,Hour
3957,H-400-14043-274111,2014-03-06,2014-02-20,Certification,H-2B,MA,2014-05-22,2014-10-15,DOUGLAS ISLAND DEVELOPMENT,P.O. BOX 2598,29 LAKE AVENUE,OAK BLUFFS,MA,02557,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",LINE COOKS,9,13.85,Hour,13.85,Hour
3958,H-400-14050-671590,2014-03-05,2014-02-19,Certification,H-2B,NY,2014-04-01,2014-11-25,"TRADE WINDS FARM (TAC,LLC)",394 RIVERVIEW ROAD,,REXFORD,NY,12148,WHITEMAN OSTERMAN & HANNA LLP,LEONARD D'ARRIGO,ALBANY,NY,39-2021,Nonfarm Animal Caretakers,Horse Groom,4,16.0,Hour,16.0,Hour
3959,H-400-14050-403555,2014-03-05,2014-02-19,Certification,H-2B,PA,2014-04-01,2014-11-30,BENTLEYVILLE GARDEN INN INC,101 GOSAI DRIVE,,BENTLEYVILLE,PA,15314,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,DINING ROOM ATTENDANT,5,8.6,Hour,8.6,Hour
3960,H-400-14050-092386,2014-03-07,2014-02-23,Certification,H-2B,ME,2014-05-01,2014-11-18,WITHAM FAMILY LIMITED PARTNERSHIP,215 HIGH STREET,,ELLSWORTH,ME,04605,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-9021,Dishwashers,DISHWASHER,6,8.61,Hour,8.61,Hour
3961,H-400-14050-785809,2014-03-11,2014-02-25,Certification,H-2B,ME,2014-05-08,2014-11-18,WITHAM FAMILY LIMITED PARTNERSHIP,215 HIGH STREET,,ELLSWORTH,ME,04605,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",COOKS,15,11.05,Hour,11.05,Hour
3962,H-400-14057-868238,2014-02-26,2014-02-26,Withdrawn,H-2B,NJ,2014-05-22,2014-09-01,"CASINO BEACH PIER, LLC",800 OCEAN TERRACE,,SEASIDE HEIGHTS,NJ,08751,,,,,43-9199,"Office and Administrative Support Workers, All",Admissions Manager,0,9.75,Hour,9.75,Hour
3963,H-400-14057-498839,2014-03-21,2014-03-07,Certification,H-2B,NY,2014-04-15,2014-11-15,"LAUREL LINKS COUNTRY CLUB, Inc.","6400 Main Rd., PO Box 307",,Laurel,NY,11948,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,6,10.98,Hour,10.98,Hour
3964,H-400-14058-060365,2014-03-14,2014-02-27,Partial Certification,H-2B,ME,2014-05-10,2014-10-31,Northwoods Forestry Inc.,W1224 County Road FW,,Eleva,WI,54738,Labor Consultants International,Nicole Ward,Coeur d'Alene,ID,45-4011,Forest and Conservation Workers,Forestry Worker,132,10.29,Hour,10.29,Hour
3965,H-400-14041-632873,2014-03-11,2014-02-25,Certification,H-2B,VT,2014-04-01,2014-12-15,"Destination Stowe Hotel, Inc.",7412 Mountain Road,,Stowe,VT,05672,"LEVITT & NEEDLEMAN, PC",MARCIA NEEDLEMAN,NEW YORK,NY,37-2012,Maids and Housekeeping Cleaners,Housekeeper,8,11.0,Hour,11.0,Hour
3966,H-400-14058-699930,2014-03-28,2014-02-27,Denied,H-2B,CA,2014-05-01,2014-09-30,Action Whitewater Adventures California Inc.,5461 Bassi Road,PO Box 534,Lotus,CA,95651,,,,,39-7011,Tour Guides and Escorts,River Guide,0,14.04,Hour,14.04,Hour
