,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
4898,C-09014-44197,2009-02-25 10:26:19,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"JULIO GONZALEZ BOATS, INC",3520 GATOR CT.,,BROWNSVILLE,TX,78521,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",8,8.69,HR,11.46,HR
4899,C-09014-44198,2009-02-04 12:54:10,2009-01-14 00:00:00,CERTIFIED,TX,2009-02-10 00:00:00,2009-12-31 00:00:00,RING RING INC. - DBA WRIGHT'S AMUSEMENT CO.,13002 CO. RD. 102,,ELBERT,CO,80106,TESS HARRISON,32775 FM 106,RIO HONDO,TX,AMUSEMENT PARK WORKER,30,7.48,HR,7.48,HR
4900,C-09014-44199,2009-02-06 15:23:23,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-01-31 00:00:00,BUILDING ABATEMENT DEMOLITION CO. DBA BAD COMPANY,19926 N. FM. 620,,AUSTIN,TX,78717,"INFINITY LABOR SOURCE, INC.",5127 MARSH LANE,BUDA,TX,CONSTRUCTION WORKER I,80,8.07,HR,8.5,HR
4901,C-09014-44200,2009-01-15 10:06:37,2009-01-14 00:00:00,CERTIFIED,NJ,2009-02-15 00:00:00,2009-12-10 00:00:00,EDWIN T. BROOME RACING STABLE,13 SPRING LAKE AVENUE,,OCEANPORT,NJ,7757,"RON KATIRAEI, ESQ. LAW OFFICES OF RON KATIRAEI","82-19 ROOSEVELT AVENUE, 2ND FLOOR",JACKSON HEIGHTS,NY,ANIMAL CARETAKER,15,7.96,HR,11.5,HR
4902,C-09014-44201,2009-01-26 16:26:07,2009-01-14 00:00:00,PARTIAL CERTIFIED,TX,2009-03-01 00:00:00,2009-10-31 00:00:00,HORSESHOE BAY RESORT,200 HI CIRCLE NORTH,,HORSESHOE BAY,TX,78657,"JOHN MCNAMARA, THE MCNAMARA FIRM L.P.",1221 SOUTH MOPAC EXPWY. STE 100,AUSTIN,TX,HOUSEKEEPER,15,6.39,HR,9.0,HR
4903,C-09014-44202,2009-02-25 10:49:45,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"BODDEN TRAWLERS, INC",P.O.BOX 68,,PORT ISABEL,TX,78578,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",12,8.69,HR,11.46,HR
4904,C-09014-44203,2009-02-06 16:06:58,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-01-31 00:00:00,PRAEDAVITA CORP D/B/A BLUE HORSE BUILDING AND DESI,2500 HWY 290 WEST,,DRIPPING SPRINGS,TX,78620,INFINITY LABOR SOURCE,5127 MARSH LANE,BUDA,TX,CONSTRUCTION WORKER I,10,8.07,HR,8.48,HR
4905,C-09014-44204,2009-02-04 16:01:34,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"QUALITY SEAFOOD, INC.",TURNING BASIN #1 & 12TH ST.,,PALACIOS,TX,77465,RAUL L. GARCIA / GARCIA BOOKKEEPING,2380 EVERGLADES RD.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",26,11.14,HR,11.46,HR
4906,C-09014-44205,2009-02-06 13:04:05,2009-01-14 00:00:00,CERTIFIED,PA,2009-03-09 00:00:00,2009-12-18 00:00:00,"GARDNER'S LANDSCAPE NURSERY, INC.",535 UWCHLAN AVENUE,,CHESTER SPRINGS,PA,19425,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",7,9.4,HR,9.4,HR
4907,C-09014-44206,2009-03-19 16:22:11,2009-01-14 00:00:00,DENIED,FL,2009-01-01 00:00:00,2009-11-01 00:00:00,BURNETTE CONSTRUCTION & DEVELOPMENT,311 E. JENNING ST.,,TALLAHASSEE,FL,32302,VIVIAN TEJO,THE IMMIGRATION CENTERS,FT. WALTON BEACH,FL,ROOFER,0,10.96,HR,16.0,HR
4908,C-09014-44207,2009-02-06 15:23:28,2009-01-14 00:00:00,CERTIFIED,PA,2009-04-01 00:00:00,2009-12-18 00:00:00,"GUNITE SPECIALISTS, INC.",2939 FELTON ROAD,,NORRISTOWN,PA,19401,"STEVEN P. BARSAMIAN, ESQUIRE STEVEN P. BARSAMIAN, ",2021 LOCUST STREET,PHILADELPHIA,PA,CONSTRUCTION WORKER I,12,11.76,HR,13.77,HR
4909,C-09014-44208,2009-02-20 13:45:44,2009-01-14 00:00:00,DENIED,MS,2008-12-01 00:00:00,2009-07-31 00:00:00,"EAGLE INDUSTRIAL PROFESSIONAL SERVICES, INC.",124-C INDUSTRIAL PARKWAY,,SARALAND,AL,36571,"BETH ANN BROYLES,  ESQ.","BROYLES LAW OFFICE, LTD.",EVANSTON,IL,WELDER FITTER,0,13.99,HR,16.36,HR
4910,C-09014-44209,2009-02-04 13:01:01,2009-01-14 00:00:00,CERTIFIED,NY,2009-04-01 00:00:00,2009-10-31 00:00:00,"THE MILL RIVER CLUB, INC.",103 MILL RIVER RD.,,OYSTER BAY,NY,11771,"DAVID C. WHITLOCK, ESQ.",3344 PEACHTREE ROAD,ATLANTA,GA,WAITER/WAITRESS,20,7.7,HR,9.0,HR
4911,C-09014-44210,2009-02-09 15:18:21,2009-01-14 00:00:00,CERTIFIED,NY,2009-03-01 00:00:00,2009-11-30 00:00:00,THE DORY,185 N. FERRY RD,PO BOX 3046,SHELTER ISLAND,NY,11964,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,DINING ROOM ATTENDANT,5,7.45,HR,7.45,HR
4912,C-09014-44211,2009-02-05 09:22:47,2009-01-14 00:00:00,CERTIFIED,AK,2009-04-01 00:00:00,2009-11-30 00:00:00,"UNITED STATES SEAFOODS, L.L.C.",9461 OLSON PLACE SW,,SEATTLE,WA,98106,,,,,"SORTER, AGRICULTURAL PRODUCE",4,10.52,HR,10.52,HR
4913,C-09014-44212,2009-02-17 16:24:26,2009-01-14 00:00:00,CERTIFIED,PA,2009-03-30 00:00:00,2009-12-31 00:00:00,TOWNSHIP OF MARPLE,227 S. SPROUL RD.,,BROOMALL,PA,19008,"INTERNATIONAL PERSONNEL RESOURCES, INC.",115 E. CHESTNUT STREET,WEST CHESTER,PA,"LABORER, LANDSCAPE",4,9.4,HR,9.4,HR
4914,C-09014-44213,2009-02-06 15:25:54,2009-01-14 00:00:00,CERTIFIED,PA,2009-03-09 00:00:00,2009-12-11 00:00:00,NORTH HILLS COUNTRY CLUB,99 STATION AVE.,,NORTH HILLS,PA,19038,"INTERNATIONAL PERSONNEL RESOURCES, INC.",115 E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",14,9.4,HR,9.4,HR
4915,C-09014-44214,2009-02-19 10:01:50,2009-01-14 00:00:00,DENIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"PENATEK INDUSTRIES, LTD.",6830 E. BUSINESS LOOP 20,,ODESSA,TX,79762,KEVIN LASHUS,TINDALL & FOSTER P.C.,AUSTIN,TX,PRODUCTION HELPER,0,6.86,HR,9.28,HR
4916,C-09014-44215,2009-01-26 13:58:56,2009-01-14 00:00:00,PARTIAL CERTIFIED,TX,2009-02-15 00:00:00,2009-11-15 00:00:00,"KELLY MILLER BROS. CIRCUS, LTD.",P.O. BOX 829,"1713 EAST KIRK ROAD HUGO, OK 74743",HUGO,OK,74743,JAMES K. JUDKINS,32775 FM 106,RIO HONDO,TX,PRODUCTION HELPER,35,8.6,HR,8.6,HR
4917,C-09014-44216,2009-02-11 09:58:56,2009-01-14 00:00:00,DENIED,TX,2009-01-16 00:00:00,2009-11-16 00:00:00,"BICK'S CONSTRUCTION, INC.",2608 WEST WAGGOMAN STREET,,FT. WORTH,TX,76110,,,,,CONSTRUCTION WORKER I,0,8.45,HR,8.45,HR
4918,C-09014-44217,2009-02-06 11:50:26,2009-01-14 00:00:00,CERTIFIED,IL,2009-04-01 00:00:00,2010-03-30 00:00:00,"OMNIPRESENT, INC.",1701 EAST LAKE STREET,SUITE 280,GLENVIEW,IL,60025,"JASON SAGER, ESQ.",BIRG & MELTSER,DEERFIELD,IL,SOFTWARE ENGINEER,10,43.88,HR,44.0,HR
4919,C-09014-44218,2009-03-30 12:24:28,2009-01-14 00:00:00,DENIED,IL,2009-02-15 00:00:00,2009-12-15 00:00:00,OLD ELM CLUB,800 OLD ELM ROAD,,HIGHLAND PARK,IL,60035,,,,,"LABORER, LANDSCAPE",0,8.53,HR,8.13,HR
4920,C-09014-44219,2009-02-17 11:24:21,2009-01-14 00:00:00,CERTIFIED,OK,2009-03-15 00:00:00,2009-11-15 00:00:00,"NORTHEAST OKLAHOMA GROUNDS KEEPER, INC.",9252 E. MISTY DR.,,CLAREMORE,OK,74019,"SOUTHERN IMPACT, LESLI DOWNS & KRIS GOSNEY",4309 SUMMIT CT,SAND SPRINGS,OK,"LABORER, LANDSCAPE",5,7.61,HR,7.61,HR
4921,C-09014-44220,2009-03-03 10:12:28,2009-01-14 00:00:00,DENIED,OK,2009-04-01 00:00:00,2010-01-30 00:00:00,"TULSA LAWN OF PERFECTION, INC.",1819 TOWN AND COUNTRY,,SAND SPRINGS,OK,74063,RICHARD A. FORD,"CITIZEN SERVICES INTERNATIONAL,LLC",TULSA,OK,"LABORER, LANDSCAPE",0,7.61,HR,9.0,HR
4922,C-09014-44221,2009-02-06 13:41:05,2009-01-14 00:00:00,CERTIFIED,LA,2009-04-13 00:00:00,2010-01-31 00:00:00,ELMER CANDY CORPORATION,401 N. FIFTH ST.,,PONCHATOULA,LA,70454,"AGWORKS, INC.",P.O. BOX 580,LAKE PARK,GA,CANDY PULLER,155,6.55,HR,6.55,HR
4923,C-09014-44222,2009-03-09 16:33:19,2009-01-14 00:00:00,DENIED,LA,2009-01-01 00:00:00,2009-11-01 00:00:00,"MAXUM SERVICES, INC.",814-C JEFFERSON TERRACE,,NEW IBERIA,LA,70560,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,MATERIAL HANDLER,0,7.14,HR,8.16,HR
4924,C-09014-44223,2009-02-27 12:22:19,2009-01-14 00:00:00,DENIED,GA,2009-01-01 00:00:00,2009-11-01 00:00:00,"B & D CONTRACTING, INC.",140 JOHNNY MERCER BLVD.,STE.  7B,SAVANNAH,GA,31404,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,"BRAZER, ASSEMBLER",0,13.63,HR,13.63,HR
4925,C-09014-44224,2009-01-15 15:50:50,2008-12-09 00:00:00,PARTIAL CERTIFIED,TX,2009-02-02 00:00:00,2009-11-30 00:00:00,BAHENA CONSTRUCTION CO.,205 JOHN WELLS DRIVE,,SAN AUGUSTINE,TX,75972,USA WORKS ..... FOR YOU (BECKY DASHER),500 OCEAN POND ROAD,LAKE PARK,GA,CONSTRUCTION WORKER I,45,8.03,HR,9.7,HR
4926,C-09014-44225,2009-02-27 15:10:09,2009-01-14 00:00:00,DENIED,TX,2009-04-01 00:00:00,2010-01-31 00:00:00,"JL STEEL REINFORCING, LLC",2409 MINNIS DRIVE,,FORT WORTH,TX,76117,TEXAS STAFFING RESOURCES - ANGELA P. FAULK,1717 NIH35,ROUND ROCK,TX,HIGHWAY MAINTENANCE WORKER,0,10.91,HR,10.91,HR
4927,C-09014-44226,2009-02-17 16:08:08,2009-01-14 00:00:00,CERTIFIED,TX,2009-02-02 00:00:00,2009-12-01 00:00:00,AUSENCIO ANACLETO DBA ANACLETO'S MASONRY,220 SUNKIST DR.,,LOCKHART,TX,78644,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA",3355 BEE CAVES RD.,AUSTIN,TX,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",35,8.32,HR,8.32,HR
4928,C-09015-44227,2009-02-26 12:28:04,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"SIDNEY FISHERIES, INC.",3545 DRIVE DOCK COURT,,BROWNSVILLE,TX,78578,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",14,8.69,HR,11.46,HR
4929,C-09015-44228,2009-02-06 16:39:22,2009-01-15 00:00:00,PARTIAL CERTIFIED,MA,2009-04-01 00:00:00,2009-12-15 00:00:00,RNS CORP. DBA TEDESCHI FOOD SHOPS,15 MAIN STREET EXTENSION,,PLYMOUTH,MA,2360,"ROBERT L. GAMMELL, ESQ.",674 MAIN STREET,HYANNIS,MA,CASHIER II,2,8.2,HR,8.2,HR
4930,C-09015-44229,2009-02-11 13:25:39,2009-01-15 00:00:00,PARTIAL CERTIFIED,MA,2009-04-01 00:00:00,2009-12-01 00:00:00,"MACAULEY BROS., INC.",84 PLEASANT STREET,,NORWELL,MA,2061,"ANTIOCH ASSOCIATES USA II, INC. /MARK CARCHIDI",86 WILLOW STREET,YARMOUTH PORT,MA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",12,10.47,HR,10.47,HR
4931,C-09015-44230,2009-02-04 13:24:25,2009-01-15 00:00:00,CERTIFIED,MA,2009-04-01 00:00:00,2009-12-15 00:00:00,LBJ/55 FOOD SERVICES INC.,341 LAKE SHORE DRIVE,,MARSTONS MILLS,MA,2648,CAPE LABOR SOLUTIONS,P.O. BOX 633,NORTH CHATHAM,MA,"COUNTER ATTENDANT, CAFETERIA",8,8.0,HR,9.0,HR
4932,C-09015-44231,2009-02-11 10:16:52,2009-01-15 00:00:00,CERTIFIED,MA,2009-04-01 00:00:00,2009-12-15 00:00:00,SUMMERS HOME AND OFFICE SERVICES,P.O. BOX 633,,N. CHATHAM,MA,2650,CAPE LABOR SOLUTIONS,307 COMMERCE PARK,SOUTH CHATHAM,MA,"CLEANER, HOUSEKEEPING",15,9.3,HR,10.0,HR
4933,C-09015-44232,2009-02-04 15:44:09,2009-01-15 00:00:00,CERTIFIED,CO,2009-04-01 00:00:00,2009-10-31 00:00:00,HIMALCHULI CORP DBA NEPAL'S CAFE,"184 EAST ELKHORN AVE., UNIT H",,ESTES PARK,CO,80517,,,,,"COOK, SPECIALTY, FOREIGN FOOD",2,7.14,HR,12.0,HR
4934,C-09015-44233,2009-02-04 13:25:54,2009-01-15 00:00:00,CERTIFIED,CA,2009-04-01 00:00:00,2010-02-26 00:00:00,"NETAPP, INC.",495 EAST JAVA DRIVE,,SUNNYVALE,CA,94089,"PAUL, HASTINGS, JANOFSKY & WALKER LLP",600 PEACHTREE ST. NE,ATLANTA,GA,SOFTWARE ENGINEER,1,7437.0,MTH,8500.0,MTH
4935,C-09015-44234,2009-03-02 12:55:35,2009-01-15 00:00:00,DENIED,CO,2009-04-01 00:00:00,2009-10-31 00:00:00,HIMALCHULI CORP DBA NEPAL'S CAFE,"184 EAST ELKHORN AVE., UNIT H",,ESTES PARK,CO,80517,,,,,"WAITER/WAITRESS, INFORMAL",0,7.14,HR,12.0,HR
4936,C-09015-44235,2009-02-06 14:59:44,2009-01-15 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-01-31 00:00:00,ALL MY SONS MOVING AND STORAGE OF SAN ANTONIO,10725 N IH-35,,SAN ANTONIO,TX,78233,"INFINITY LABOR SOURCE, INC.",5127 MARSH LANE,BUDA,TX,"LABORER, CONCRETE MIXING PLANT",10,7.39,HR,7.4,HR
4937,C-09015-44236,2009-02-18 10:07:31,2009-01-15 00:00:00,DENIED,TX,2009-01-15 00:00:00,2009-09-15 00:00:00,JOSE F. SAUCEDO DBA M& M SAUCEDO PAINTING,8534 MONTGOMERY CIRCLE,,SAN ANTONIO,TX,78239,MARY VICHIQUE,PO BOX 28499,SAN ANTONIO,TX,PAINTER,0,10.18,HR,10.18,HR
4938,C-09015-44237,2009-02-09 14:53:15,2009-01-15 00:00:00,PARTIAL CERTIFIED,LA,2009-02-20 00:00:00,2009-12-20 00:00:00,"VIET'S SEAFOOD, INC.",1860 SCENIC HIGHWAY,,BATON ROUGE,LA,70802,"KELLY J. COUCH, CONSULTANT",231 PECAN AVENUE,NEW ROADS,LA,CANNERY WORKER,60,6.87,HR,6.87,HR
4939,C-09015-44238,2009-02-06 15:06:31,2009-01-15 00:00:00,CERTIFIED,LA,2009-04-01 00:00:00,2010-01-31 00:00:00,"CAJUN LODGING, LLC",4288 HIGHWAY 51,,LA PLACE,LA,70068,"VIRGINIA PICKERING, PRESIDENT","ACCENT PERSONNEL SERVICES, INC.",BATON ROUGE,LA,"CLEANER, HOUSEKEEPING",60,6.55,HR,7.0,HR
4940,C-09015-44239,2009-02-06 13:31:01,2009-01-15 00:00:00,CERTIFIED,LA,2009-04-01 00:00:00,2010-01-31 00:00:00,"S&S STEEL BUILDINGS, INC.",1038 TI-ADAM GUIDRY RD.,,ARNAUDVILLE,LA,70512,"VIRGINIA PICKERING, PRESIDENT, ACCENT PERSONNEL SE","10988 N. HARRELL'S FERRY RD, SUITE 17",BATON ROUGE,LA,"LABORER, CONSTRUCTION OR LEAK GANG",20,8.45,HR,8.45,HR
4941,C-09015-44240,2009-02-04 16:00:53,2009-01-15 00:00:00,CERTIFIED,MD,2009-04-01 00:00:00,2009-12-31 00:00:00,LOU'S LANDSCAPING & LAWN SERVICE,12005 HARFORD RD.,,GLEN ARM,MD,21057,,,,,"LABORER, LANDSCAPE",2,8.89,HR,8.9,HR
4942,C-09015-44241,2009-02-18 16:46:17,2009-01-15 00:00:00,DENIED,NJ,2009-04-01 00:00:00,2009-11-04 00:00:00,PPCF,412 OCEAN AVENUE,,POINT PLEASANT BEACH,NJ,8742,"CONSTATINE BARDIS, ESQ.",1800 MAIN STREET,LAKE COMO,NJ,"FOOD ASSEMBLER, KITCHEN",0,,,,
4943,C-09015-44242,2009-02-04 14:32:55,2009-01-15 00:00:00,PARTIAL CERTIFIED,FL,2009-01-01 00:00:00,2009-09-30 00:00:00,INTERNATIONAL EDUCATIONAL INSTITUTE STAFFING SERVI,"4231 WALNUT BEND, SUITE 2",,JACKSONVILLE,FL,32257,DAVID F. VEDDER,1651 NORTH CLYDE MORRIS BOULEVARD,DAYTONA BEACH,FL,JANITOR,25,7.82,HR,7.82,HR
4944,C-09015-44243,2009-02-06 13:23:44,2009-01-15 00:00:00,PARTIAL CERTIFIED,FL,2009-03-01 00:00:00,2009-09-30 00:00:00,EMERALD COAST HOSPITALITY SERVICE INC. DBW SUNSATI,9413 PACES FERRY DR.,,TAMPA,FL,33615,,,,,SALES ATTENDANT,27,7.73,HR,7.9,HR
4945,C-09015-44244,2009-02-09 14:45:13,2009-01-15 00:00:00,PARTIAL CERTIFIED,FL,2009-03-01 00:00:00,2009-09-30 00:00:00,"IMPERIAL COASTAL AGENCY, INC.",5889 SOUTH WILLIAMSON BOULEVARD 204,,PORT ORANGE,FL,32128,"GABRIELA KEPECZ, ESQ.","KEPECZ LAW FIRM, P.A",SARASOTA,FL,HOUSEKEEPER,300,7.36,HR,7.36,HR
4946,C-09015-44245,2009-02-09 16:53:42,2009-01-15 00:00:00,CERTIFIED,MI,2009-04-01 00:00:00,2009-11-27 00:00:00,OAKLAND HILLS COUNTRY CLUB,3951 WEST MAPLE ROAD,,BLOOMFIELD HILLS,MI,48301,"INTERNATIONAL PERSONNEL RESOURCES, INC.",115 E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",20,8.91,HR,8.91,HR
4947,C-09015-44246,2009-02-04 13:22:55,2009-01-15 00:00:00,CERTIFIED,MI,2009-04-01 00:00:00,2009-10-31 00:00:00,"B&A HOLDING, LLC D/B/A PARKSHORE RESORT",1401 U.S. 31 NORTH,,TRAVERSE CITY,MI,49686,"MCLANE, GRAF, RAULERSON & MIDDLETON, PROFESSIONAL ",900 ELM STREET,MANCHESTER,NH,HOUSEKEEPER,3,7.81,HR,7.81,HR
4948,C-09015-44247,2009-02-10 09:45:45,2009-01-15 00:00:00,CERTIFIED,LA,2009-04-01 00:00:00,2009-12-28 00:00:00,"CRABS, LLC",157 TWIN ACRES DRIVE,,LOCKPORT,LA,70374,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,CRAB MEAT PROCESSOR,60,6.55,HR,7.9,HR
4949,C-09015-44248,2009-02-17 12:26:11,2009-01-15 00:00:00,CERTIFIED,NY,2009-04-15 00:00:00,2009-10-31 00:00:00,THIRO U.S. A.  INC.,127 COSTELLO ROAD,,NEWINGTON,CT,6111,,,,,ELECTRICAL TECHNICIAN,50,34.14,HR,39.67,HR
4950,C-09015-44249,2009-02-27 12:10:51,2009-01-15 00:00:00,DENIED,LA,2009-02-15 00:00:00,2009-11-15 00:00:00,COAST TO COAST RESOURCES LTD,3314 CURTIS LANE,,NEW IBERIA,LA,70560,JON P. CLANCY,NORTH AMERICAN LABOR SERVICE INC.,VANCLEAVE,MS,FITTER,0,12.84,HR,12.84,HR
4951,C-09016-44250,2009-02-09 15:29:04,2009-01-15 00:00:00,CERTIFIED,NY,2009-04-01 00:00:00,2009-11-30 00:00:00,J & P POOL SERVICE,9 S. DEVON PLACE,,MONTAUK,NY,11954,US AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,SWIMMING POOL SERVICER,3,8.43,HR,8.43,HR
4952,C-09016-44251,2009-02-09 15:34:17,2009-01-16 00:00:00,CERTIFIED,NY,2009-03-01 00:00:00,2009-12-20 00:00:00,JAMES C. GRIMES LAND DESIGN INC.,26  SO. EMBASSY ST.,,MONTAUK,NY,11954,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",10,8.4,HR,340.0,HR
4953,C-09016-44252,2009-02-04 15:04:49,2009-01-09 00:00:00,CERTIFIED,TX,2009-02-12 00:00:00,2009-11-15 00:00:00,"LUEHRS' IDEAL RIDES, INC",26 CARLYLE PLAZA,SUITE 138,BELLEVILLE,IL,62221,JAMES K. JUDKINS,1609 E. JACKSON STREET,HUGO,OK,AMUSEMENT PARK WORKER,50,7.55,HR,7.55,HR
4954,C-09016-44253,2009-01-20 10:42:50,2008-12-16 00:00:00,CERTIFIED,MA,2009-03-15 00:00:00,2009-12-15 00:00:00,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,,NANTUCKET,MA,2554,"ANTIOCH ASSOCIATES USA II, INC./ MARK CARCHIDI",86 WILLOW STREET,YARMOUTH PORT,MA,WAITER/WAITRESS,35,8.57,HR,8.57,HR
4955,C-09016-44254,2009-02-09 15:44:28,2009-01-16 00:00:00,CERTIFIED,NY,2009-03-01 00:00:00,2009-12-20 00:00:00,FINESSE LANDSCAPE DESIGN INC.,6 VINEYARD CT.,,ST. JAMES,NY,11780,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",2,336.0,WK,340.0,WK
4956,C-09016-44255,2009-01-22 16:38:40,2008-12-16 00:00:00,CERTIFIED,MA,2009-03-15 00:00:00,2009-12-15 00:00:00,BROTHERHOOD OF THIEVES,PO BOX 388,,NANTUCKET,MA,2554,"JANE NICHOLS BISHOP, PEAK SEASON WORKFORCE",44 COVE ROAD,WEST DENNIS,MA,COOK HELPER,14,9.48,HR,9.48,HR
4957,C-09020-44256,2009-02-12 12:02:18,2009-01-15 00:00:00,CERTIFIED,IA,2009-04-01 00:00:00,2010-01-31 00:00:00,"FISHER TRACKS, INC.",1192 235TH STREET,,BOONE,IA,50036,"VIRGINIA PICKERING, PRESIDENT ACCENT PERSONNEL SER","10988 N HARRELL'S FERRY RD, SUITE 17",BATON ROUGE,LA,TRACK REPAIRER,20,9.32,HR,9.32,HR
4958,C-09020-44257,2009-02-09 15:30:00,2009-01-16 00:00:00,CERTIFIED,LA,2009-02-15 00:00:00,2009-11-15 00:00:00,REEVES LAWN CARE,61550 BAYOU RD.,,PLAQUEMINE,LA,70764,"THOMPSON LEGAL SERVICES, P.C.",11934 COURSEY BLVD.,BATON ROUGE,LA,"LABORER, LANDSCAPE",4,7.0,HR,7.0,HR
4959,C-09020-44258,2009-02-11 11:19:49,2009-01-16 00:00:00,CERTIFIED,SD,2009-03-15 00:00:00,2009-10-31 00:00:00,DAKOTA STONE MINING & STONE SUPPLY INC.,23850 HWY 385,,HILL CITY,SD,57745,"KEVIN OPP, OPERATIONS MANAGER","EMPLOYMENT USA, LLC",ABERDEEN,SD,MATERIAL HANDLER,2,7.8,HR,7.8,HR
4960,C-09020-44259,2009-03-09 16:14:00,2009-01-16 00:00:00,DENIED,LA,2009-04-01 00:00:00,2010-02-01 00:00:00,BAYOU CONCESSION SCRAP INC.,11266 HWY. 23,,BELLE CHASSE,LA,70037,LAW OFFICES OF MALVERN C. BURNETT MALVERN C. BURNE,1523 POLYMNIA STREET,NEW ORLEANS,LA,SCRAP HANDLER,0,9.3,HR,13.55,HR
4961,C-09020-44260,2009-02-06 15:48:49,2009-01-16 00:00:00,CERTIFIED,SD,2009-04-01 00:00:00,2009-11-01 00:00:00,"LITTLE GUYS, LLC D/B/A POWDER HOUSE RESTAURANT AND",24125 HWY. 16A,,KEYSTONE,SD,57751,JAY C. RUBY,600 PEACHTREE STREET N.E. SUITE 2100,ATLANTA,GA,"CLEANER, HOUSEKEEPING",10,6.55,HR,7.75,HR
4962,C-09020-44261,2009-02-09 15:19:10,2009-01-16 00:00:00,PARTIAL CERTIFIED,NC,2009-04-01 00:00:00,2009-12-01 00:00:00,WILLIAMS SEAFOOD OF ARAPAHOE INC,2383 - DON LEE ROAD,,ARAPAHOE,NC,28510,,,,,CRAB MEAT PROCESSOR,40,7.38,HR,7.38,HR
4963,C-09020-44262,2009-03-09 16:24:55,2009-01-16 00:00:00,DENIED,LA,2009-01-01 00:00:00,2009-11-01 00:00:00,"MAXUM SERVICES, INC.",814-C JEFFERSON TERRACE,,NEW IBERIA,LA,70560,BELINDA RODRIGUEZ  PRO SERVICES,6326 SOVEREIGN SUITE 100,SAN ANTONIO,TX,PIPE FITTER,0,15.17,HR,15.17,HR
4964,C-09020-44263,2009-02-27 12:10:12,2009-01-16 00:00:00,DENIED,KY,2009-04-01 00:00:00,2010-01-31 00:00:00,LOS MARIACHIS MEXICAN RESTAURANT INC.,802 HAPPY VALLEY ROAD,,GLASGOW,KY,42141,ANGELA D BAGSBY/IMMIGRANT LABOR LLC,1181 NASHVILLE PIKE,GALLATIN,TN,KITCHEN HELPER,0,6.41,HR,12.0,HR
4965,C-09020-44264,2009-03-09 16:18:45,2009-01-16 00:00:00,DENIED,LA,2009-01-01 00:00:00,2009-11-01 00:00:00,"MAXUM SERVICES, INC.",814-C JEFFERSON TERRACE,,NEW IBERIA,LA,70560,BELINDA RODRIGUEZ  PRO SERVICES,6326 SOVEREIGN SUITE 100,SAN ANTONIO,TX,"WELDER, COMBINATION",0,12.84,HR,12.84,HR
