,CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
3624,H-400-13049-079484,2013-05-10 00:00:00,2013-03-08 00:00:00,Denied,H-2B,FL,2013-04-01 00:00:00,2013-07-31 00:00:00,"GEIP, Inc.",5750 Major Boulevard,Suite 220,Orlando,FL,32819,PHILIP ZYNE,HEATHROW,FL,31-1012,"Nursing Aides, Orderlies, and Attendants*",Restorative Nursing Aide,0,10.02,Hour,10.02,Hour
3625,H-400-13052-247748,2013-05-10 00:00:00,2013-03-08 00:00:00,Certified,H-2B,IN,2013-05-10 00:00:00,2013-12-01 00:00:00,Bo-Mar Enterprises,7250 W. Main St.,,Kalamazoo,MI,49009,Craig McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Horse Grooms,4,10.16,Hour,10.16,Hour
3626,H-400-13055-900696,2013-05-10 00:00:00,2013-02-25 00:00:00,Denied,H-2B,MA,2013-02-28 00:00:00,2015-02-28 00:00:00,CORY NAZARIAN,33 PARKVIEW RD.,,READING,MA,01867,,,,39-9011,Childcare Workers,Nanny,0,15.450000000000001,Hour,15.450000000000001,Hour
3627,H-400-13055-362980,2013-05-10 00:00:00,2013-03-02 00:00:00,Denied,H-2B,MI,2013-04-01 00:00:00,2013-12-01 00:00:00,"MARTINO ENTERPRISES, INC.",1458 EAST LINCOLN,,MADISON HEIGHTS,MI,48071,LAURA CHAMPLIN,SENECA,SC,47-3016,Helpers--Roofers,Roofer Helper,0,8.07,Hour,8.07,Hour
3628,H-400-13057-784004,2013-05-10 00:00:00,2013-02-26 00:00:00,Denied,H-2B,AL,2013-04-01 00:00:00,2013-11-30 00:00:00,"K & G Industrial Services, LLC",26532 Railroad Avenue,,Loxley,AL,36551,JASON MILLS,FORT WORTH,TX,47-2021,Brickmasons and Blockmasons,Refractory Brick Mason,0,18.75,Hour,18.75,Hour
3629,H-400-13057-296615,2013-05-10 00:00:00,2013-02-26 00:00:00,Certified,H-2B,WV,2013-05-10 00:00:00,2013-12-01 00:00:00,Sur-Loc Flooring Systems,81 Steeley Way,,Kearneysville,WV,25430,Stephen Ward,Coeur d'Alene,ID,39-3091,Amusement and Recreation Attendants,Recreation Attendants,7,9.78,Hour,9.78,Hour
3630,H-400-13057-658060,2013-05-10 00:00:00,2013-02-26 00:00:00,Partial Certified,H-2B,NC,2013-05-10 00:00:00,2013-10-31 00:00:00,"Graywater Traders, Inc.",117 North Davenport Farm Road,,Columbia,NC,27925,Denise McGettrick,Houston,TX,51-6011,Laundry and Dry-Cleaning Workers,Seasonal Laundry Processor 2,39,8.76,Hour,8.76,Hour
3631,H-400-13058-619453,2013-05-10 00:00:00,2013-02-27 00:00:00,Certified,H-2B,SC,2013-05-10 00:00:00,2013-09-30 00:00:00,"Best Solutions USA, LLC","8325 SW 7nd Avenue, 208C",,Miami,FL,33143,,,,37-2011,"Janitors and Cleaners, Except Maids and",Pool Attendant,8,10.02,Hour,10.02,Hour
3632,H-400-13058-696423,2013-05-10 00:00:00,2013-02-27 00:00:00,Denied,H-2B,MO,2013-03-01 00:00:00,2013-11-30 00:00:00,St. Louis Textile Recyclers LLC,8122 Reilly Avenue,,Saint Louis,MO,63111,Pari Sheth,Saint Louis,MO,51-9061,"Inspectors, Testers, Sorters, Samplers, and",Textile Worker,0,23.17,,23.17,
3633,H-400-13058-605001,2013-05-10 00:00:00,2013-02-27 00:00:00,Denied,H-2B,TX,2013-03-10 00:00:00,2013-12-15 00:00:00,"SAHARA'S HOLDING COMPANY, INC.","819 W ARAPAHO RD, SUITE 24B-133",,RICHARDSON,TX,75080,,,,11-9199,"Managers, All Other",Retail Store Manager,0,27.26,Hour,27.26,Hour
3634,H-400-13058-079160,2013-05-10 00:00:00,2013-03-08 00:00:00,Certified,H-2B,,2013-05-10 00:00:00,2013-09-30 00:00:00,"White Buffalo, LLC",236 Dunraven,,W. Yellowstone,MT,59758,Craig McDougal,NORMAN,OK,37-2012,Maids and Housekeeping Cleaners,Housekeeper,5,12.22,Hour,12.22,Hour
3635,H-400-13059-540897,2013-05-10 00:00:00,2013-02-28 00:00:00,Denied,H-2B,MI,2013-03-15 00:00:00,2014-01-15 00:00:00,LOGISTIC ONE LTD,13950 FRAZHO RD,,WARREN,MI,48089,RADU IACOBAN,LIVONIA,MI,53-3033,Light Truck or Delivery Services Drivers,TRUCK DRIVERS,0,11.9,Hour,11.9,Hour
3636,H-400-13059-194002,2013-05-10 00:00:00,2013-03-08 00:00:00,Certified,H-2B,,2013-05-10 00:00:00,2013-09-30 00:00:00,"White Buffalo, LLC",236 Dunraven,,W. Yellowstone,MT,59758,Craig McDougal,NORMAN,OK,37-2011,"Janitors and Cleaners, Except Maids and",Maintenance,5,9.47,Hour,9.47,Hour
3637,H-400-13063-520895,2013-05-10 00:00:00,2013-03-04 00:00:00,Certified,H-2B,PR,2013-05-10 00:00:00,2014-04-28 00:00:00,"HOLLAND GROUP PORT INVESTMENTS (MAY), INC.","#80, PR3341, SUITE 102",,MAYAGUEZ,PR,00682,EMILY MADOFF,NEW YORK,NY,51-4121,"Welders, Cutters, Solderers, and Brazers",WELDERS,22,11.02,Hour,11.02,Hour
3638,H-400-13063-257145,2013-05-10 00:00:00,2013-03-04 00:00:00,Denied,H-2B,NM,2013-03-15 00:00:00,2013-11-15 00:00:00,JEH & Sons Transportation,900 Kastrin St.,,El Paso,TX,79907,,,,53-3032,Heavy and Tractor-Trailer Truck Drivers,Truck Driver,0,21.11,Hour,21.11,Hour
3639,H-400-13063-696075,2013-05-10 00:00:00,2013-03-04 00:00:00,Denied,H-2B,PA,2013-04-29 00:00:00,2016-04-28 00:00:00,"Sylmar Farm, Inc.",151 Maple Shade Road,,Christiana,PA,17509,GIFT NWANKWO,MARIETTA,GA,39-2021,Nonfarm Animal Caretakers,Horse Groom,0,10.0,Hour,10.0,Hour
3640,H-400-13064-609568,2013-05-10 00:00:00,2013-03-05 00:00:00,Certified,H-2B,VT,2013-05-10 00:00:00,2013-10-30 00:00:00,"BEACH PROPERTIES, INC",4800 BASIN HARBOR ROAD,,VERGENNES,VT,05491,,,,35-9011,Dining Room and Cafeteria Attendants and Bartender,Dining Room Server Assistant,25,9.8,Hour,9.8,Hour
3641,H-400-13064-138862,2013-05-10 00:00:00,2013-03-05 00:00:00,Denied,H-2B,ME,2013-04-15 00:00:00,2013-11-30 00:00:00,New Gen Techonolgies Management,675 Main Street,,South Portland,ME,04106,Denig Minto,Hempstead,NY,51-6021,"Pressers, Textile, Garment, and Related Materials",Laundry Worker,0,9.3,Hour,9.3,Hour
3642,H-400-13065-724532,2013-05-10 00:00:00,2013-03-06 00:00:00,Certified,H-2B,NY,2013-05-10 00:00:00,2013-10-31 00:00:00,"Quantum Mechanics NY, LLC",1 Terrace Drive,,East Northport,NY,11731,Conrad Pollack,New York,NY,49-3021,Automotive Body and Related Repairers,Master PDR Technician,2,19.55,Hour,19.55,Hour
3643,H-400-13065-915297,2013-05-10 00:00:00,2013-03-06 00:00:00,Certified,H-2B,OK,2013-05-10 00:00:00,2013-09-30 00:00:00,"Vaughan Foods, Inc.",216 NE 12th Street,,Moore,OK,73160,Kevin Lashus,Austin,TX,35-2021,Food Preparation Workers,Veggie Prep,50,8.65,Hour,8.65,Hour
3644,H-400-13066-586517,2013-05-10 00:00:00,2013-03-07 00:00:00,Partial Certified,H-2B,,2013-05-10 00:00:00,2013-12-15 00:00:00,Ayala Painting,110 Atlantic Ave.,,Wilmington,DE,19804,NINA QURESHI,Wilmington,DE,47-2141,"Painters, Construction and Maintenance",PAINTER,4,18.48,Hour,18.48,Hour
3645,H-400-13066-306262,2013-05-10 00:00:00,2013-03-07 00:00:00,Certified,H-2B,LA,2013-05-10 00:00:00,2013-10-31 00:00:00,"MAXUM INDUSTRIES, LLC.",1307 TOOL DR.,,NEW IBERIA,LA,70560,NORMA LINDA PEREZ,BROWNSVILLE,TX,51-4121,"Welders, Cutters, Solderers, and Brazers",FABRICATOR,60,19.0,Hour,19.0,Hour
3646,H-400-13066-857123,2013-05-10 00:00:00,2013-03-07 00:00:00,Certified,H-2B,MA,2013-05-10 00:00:00,2013-09-30 00:00:00,"H. Wayne Klekamp, Inc.",905 16th Place,,Vero Beach,FL,32960,SCOT SILZER,ORLANDO,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,7,15.01,Hour,15.01,Hour
3647,H-400-13066-415197,2013-05-10 00:00:00,2013-03-07 00:00:00,Certified,H-2B,LA,2013-05-10 00:00:00,2013-10-31 00:00:00,"MAXUM INDUSTRIES, LLC.",1307 TOOL DR.,,NEW IBERIA,LA,70560,NORMA LINDA PEREZ,BROWNSVILLE,TX,47-2171,Reinforcing Iron and Rebar Workers,REINFORCING IRON WORKER,75,19.0,Hour,19.0,Hour
3648,H-400-13066-566342,2013-05-10 00:00:00,2013-03-08 00:00:00,Certified,H-2B,MA,2013-05-10 00:00:00,2013-12-01 00:00:00,"MASSACHUSETTS PREMIER SOCCER, LLC.",85 CENTRAL ST.,,WALTHAM,MA,02453,GREGORY VARTANIAN,BOSTON,MA,27-2022,Coaches and Scouts,Assistant Academy Coach,90,22.59,Hour,22.59,Hour
3649,H-400-13067-283447,2013-05-10 00:00:00,2013-03-08 00:00:00,Certified,H-2B,OH,2013-06-01 00:00:00,2013-11-30 00:00:00,Juan C. Alvarez LLC.,9439 Mentor Ave.,,Mentor,OH,44060,CAROLINE MUELLER,TWINSBURG,OH,35-2014,"Cooks, Restaurant",Cook,4,10.56,Hour,10.56,Hour
3650,H-400-13067-857892,2013-05-10 00:00:00,2013-03-08 00:00:00,Denied,H-2B,TX,2013-02-15 00:00:00,2013-12-15 00:00:00,Beldon Roofing & Remodeling Company,5039 West Avenue,,San Antonio,TX,78213,Nicole Merritt,Austin,TX,47-3016,Helpers--Roofers,Roofer Helper,0,12.88,Hour,12.88,Hour
3651,H-400-12363-737898,2013-05-13 00:00:00,2013-03-12 00:00:00,Certified,H-2B,VA,2013-05-13 00:00:00,2013-11-15 00:00:00,Virginia Irrigation & Landscapes Inc,5395 Sasher Lane,"PO Box 3129, Fairfax, VA 22038",Fairfax,VA,22030,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,12,12.72,Hour,12.72,Hour
3652,H-400-13029-435204,2013-05-13 00:00:00,2013-03-14 00:00:00,Certified,H-2B,CO,2013-05-13 00:00:00,2013-11-30 00:00:00,"DOUBLE M ASPHALT & COATINGS, INC.",PO BOX 1956,1019 EDWARDS VILLAGE BLVD B5,EDWARDS,CO,81632,,,,47-2061,Construction Laborers,Construction Laborers,6,15.07,Hour,15.07,Hour
3653,H-400-13031-958663,2013-05-13 00:00:00,2013-02-28 00:00:00,Denied,H-2B,PA,2013-03-01 00:00:00,2013-11-30 00:00:00,"Adler's Landscaping Nursery, Inc",3110 6th Avenue,,Altoona,PA,16602,KAREN ROBERTS,ALTOONA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,8.63,Hour,8.63,Hour
3654,H-400-13042-045414,2013-05-13 00:00:00,2013-03-12 00:00:00,Partial Certified,H-2B,,2013-05-13 00:00:00,2013-11-01 00:00:00,"GFM, LLC",4932 Tibbitt Lane,,Burke,VA,22015,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers/highway maintenance,28,12.72,Hour,12.72,Hour
3655,H-400-13043-750037,2013-05-13 00:00:00,2013-03-08 00:00:00,Partial Certified,H-2B,AL,2013-05-13 00:00:00,2014-01-31 00:00:00,Calloway Inc.,1367 Moss Rose Lane,,Hoover,AL,35244,IRIS JUAREZ,LAVEEN,AZ,37-3011,Landscaping and Groundskeeping Workers,Landscaper,36,11.19,Hour,11.19,Hour
3656,H-400-13051-660342,2013-05-13 00:00:00,2013-03-12 00:00:00,Partial Certified,H-2B,CO,2013-05-13 00:00:00,2013-11-30 00:00:00,Green Valley Ranch Golf Club,4155 Picadilly Rd,,Denver,CO,80249,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,24,12.9,Hour,12.9,Hour
3657,H-400-13052-447445,2013-05-13 00:00:00,2013-03-11 00:00:00,Partial Certified,H-2B,NY,2013-05-13 00:00:00,2013-10-31 00:00:00,"FENWAY GOLF CLUB, Inc.","Old Mamaroneck Rd., PO Box 7",,Scarsdale,NY,10583,PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,18,12.32,Hour,12.32,Hour
3658,H-400-13052-965200,2013-05-13 00:00:00,2013-03-14 00:00:00,Certified,H-2B,NY,2013-05-13 00:00:00,2013-10-31 00:00:00,"SCARSDALE GOLF CLUB, Inc.","Clubway, PO Box 701",,Hartsdale,NY,10530,PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,15,12.32,Hour,12.32,Hour
3659,H-400-13056-379218,2013-05-13 00:00:00,2013-02-25 00:00:00,Denied,H-2B,FL,2013-03-15 00:00:00,2013-12-22 00:00:00,SUGAR SHAKERS INC.,6888 MYAKKA VALLEY TRAIL,,SARASOTA,FL,34241,,,,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants,0,9.0,Hour,9.0,Hour
3660,H-400-13057-447177,2013-05-13 00:00:00,2013-03-11 00:00:00,Partial Certified,H-2B,PA,2013-05-13 00:00:00,2013-12-02 00:00:00,"Primavera Landscape Services, Inc.",7439 Keiffer Street,,Philadelphia,PA,19128,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,9,13.43,Hour,13.43,Hour
3661,H-400-13058-005632,2013-05-13 00:00:00,2013-03-04 00:00:00,Denied,H-2B,OH,2013-03-01 00:00:00,2013-11-30 00:00:00,Eli's Landscape and Design Inc.,980 Wenso Road,,Bedford,OH,44146,KAREN ROBERTS,ALTOONA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,8.35,Hour,8.35,Hour
3662,H-400-13059-477183,2013-05-13 00:00:00,2013-02-28 00:00:00,Denied,H-2B,LA,2013-05-14 00:00:00,2013-11-30 00:00:00,"Eduardo Jenkins Landscape Architect & Planner, LLC",1119 North Boulevard,,Baton Rouge,LA,70802,,,,37-3011,Landscaping and Groundskeeping Workers,Groundskeeping laborers,0,8.28,Hour,8.28,Hour
3663,H-400-13059-989866,2013-05-13 00:00:00,2013-03-08 00:00:00,Partial Certified,H-2B,VT,2013-05-13 00:00:00,2013-12-15 00:00:00,"Destination Stowe Hotel, Inc.",7412 Mountain Road,,Stowe,VT,05672,MARCIA NEEDLEMAN,NEW YORK,NY,37-2012,Maids and Housekeeping Cleaners,Housekeeper,36,10.73,Hour,10.73,Hour
3664,H-400-13060-572083,2013-05-13 00:00:00,2013-03-01 00:00:00,Denied,H-2B,TX,2013-03-01 00:00:00,2013-12-01 00:00:00,LMI Landscapes Inc - TX,1437 Halsey Way,,Carrollton,TX,75007,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,8.120000000000001,Hour,8.120000000000001,Hour
3665,H-400-13061-225661,2013-05-13 00:00:00,2013-03-02 00:00:00,Denied,H-2B,SC,2013-03-15 00:00:00,2013-12-15 00:00:00,"J & J PINE NEEDLES, LLC",2959 LYNDELL WAY,PO BOX 3285,LANCASTER,SC,29720,ANDREW JACKSON,CLINTON,NC,45-2099,"Agricultural Workers, All Other",Pine Straw Gatherer,0,8.94,Hour,8.94,Hour
3666,H-400-13062-918353,2013-05-13 00:00:00,2013-03-11 00:00:00,Certified,H-2B,MA,2013-05-13 00:00:00,2013-11-15 00:00:00,"JOE & SON APPLIANCE CENTER, INC.",73 SHANK PAINTER RD.,,PROVINCETOWN,MA,02657,,,,41-2011,Cashiers,Cashier,1,11.49,Hour,11.49,Hour
3667,H-400-13063-184263,2013-05-13 00:00:00,2013-03-04 00:00:00,Partial Certified,H-2B,CO,2013-05-13 00:00:00,2013-10-31 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper/Landscape Laborer,26,12.9,Hour,12.9,Hour
3668,H-400-13063-747121,2013-05-13 00:00:00,2013-03-04 00:00:00,Partial Certified,H-2B,CO,2013-05-13 00:00:00,2013-10-31 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper / Landscape Laborer,105,12.9,Hour,12.9,Hour
3669,H-400-13063-817902,2013-05-13 00:00:00,2013-03-12 00:00:00,Certified,H-2B,NY,2013-05-13 00:00:00,2013-11-25 00:00:00,"Bella Inizio Farm, LLC",4240 NW 130th Ave.,,Ocala,FL,34482,LEONARD D'ARRIGO,ALBANY,NY,39-2021,Nonfarm Animal Caretakers,Horse Groom,12,10.36,Hour,10.36,Hour
3670,H-400-13063-859271,2013-05-13 00:00:00,2013-03-04 00:00:00,Certified,H-2B,CA,2013-06-01 00:00:00,2013-10-17 00:00:00,CHICKEN CHARLIE'S ENTERPRISES,3189 JAMUL HIGHLANDS RD,"[MAIL: PO BOX 674, JAMUL, CA 91935]",JAMUL,CA,91935-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,67,9.84,Hour,9.84,Hour
3671,H-400-13064-514549,2013-05-13 00:00:00,2013-03-07 00:00:00,Partial Certified,H-2B,TX,2013-05-13 00:00:00,2013-11-30 00:00:00,"Landscapes Management Company, LLC",1201 Aries Drive,,Lincoln,NE,68512,GRACE KAN,Farmers Branch,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer II,32,10.870000000000001,Hour,10.870000000000001,Hour
3672,H-400-13064-559074,2013-05-13 00:00:00,2013-03-08 00:00:00,Certified,H-2B,VT,2013-05-13 00:00:00,2013-12-15 00:00:00,"Destination Stowe Hotel, Inc.",7412 Mountain Road,,Stowe,VT,05672,MARCIA NEEDLEMAN,NEW YORK,NY,35-9021,Dishwashers,Steward,8,9.99,Hour,9.99,Hour
3673,H-400-13064-751559,2013-05-13 00:00:00,2013-03-05 00:00:00,Denied,H-2B,NY,2013-04-08 00:00:00,2013-10-06 00:00:00,Ryleigh Corporation,313 Three Mile Harbor-Hog Creek Road,,EAST HAMPTON,NY,11937,,,,35-1011,Chefs and Head Cooks,Head Cook,0,19.46,Hour,19.46,Hour
3674,H-400-13064-759781,2013-05-13 00:00:00,2013-03-05 00:00:00,Certified,H-2B,MN,2013-05-13 00:00:00,2013-11-15 00:00:00,Anthony Bull Company,2816 S 2000 E,,Wendell,ID,83355,Stephen Ward,Coeur d'Alene,ID,45-4011,Forest and Conservation Workers,Forestry Worker,90,15.82,Hour,15.82,Hour
3675,H-400-13065-191203,2013-05-13 00:00:00,2013-03-13 00:00:00,Certified,H-2B,NV,2013-05-13 00:00:00,2014-02-15 00:00:00,"LEITNER-POMA OF AMERICA, INC.",2746 SEEBER DRIVE,BLDG A,GRAND JUNCTION,CO,81506,DAVID HARSTON,DENVER,CO,47-1011,First-Line Supervisors of Construction Trades and,Assembly Project Manager,1,36.730000000000004,Hour,36.730000000000004,Hour
3676,H-400-13065-753876,2013-05-13 00:00:00,2013-03-14 00:00:00,Certified,H-2B,OK,2013-05-13 00:00:00,2013-07-31 00:00:00,"Loveless Orthopedic Appliance, LLC",4400 SW 21st St.,,Oklahoma City,OK,73069,Craig McDougal,NORMAN,OK,51-6041,Shoe and Leather Workers and Repairers,Boot Maker,3,10.61,Hour,10.61,Hour
3677,H-400-13065-980874,2013-05-13 00:00:00,2013-03-07 00:00:00,Denied,H-2B,PA,2013-04-01 00:00:00,2013-12-01 00:00:00,Lehigh Country Club,2319 S. Cedar Crest Blvd.,,Allentown,PA,18103,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Greenskeepers,0,9.42,Hour,9.42,Hour
3678,H-400-13065-870888,2013-05-13 00:00:00,2013-03-07 00:00:00,Denied,H-2B,PA,2013-04-01 00:00:00,2013-11-15 00:00:00,Heritage Hills Golf Resort,2700 Mt. Rose Ave.,,York,PA,17402,MICHELE CONTRERAS,PHILADELPHIA,PA,27-2022,Coaches and Scouts,Soccer Coaches/Camp Directors,0,13.96,Hour,13.96,Hour
3679,H-400-13065-574964,2013-05-13 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NY,2013-05-13 00:00:00,2013-12-01 00:00:00,"Bloom's Relax Lawnscaping, Inc.",2858 Porter Center Rd,,Youngstown,NY,14174,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,3,13.19,Hour,13.19,Hour
3680,H-400-13066-461901,2013-05-13 00:00:00,2013-03-07 00:00:00,Denied,H-2B,TX,2013-03-15 00:00:00,2013-12-31 00:00:00,"Blue Water Industrial Technologies, L.P.",7064 Patillo Road,,Beaumont,TX,77705,Ronda Harkey,Beaumont,TX,51-4192,"Layout Workers, Metal and Plastic",Shipfitter,0,20.0,Hour,20.0,Hour
3681,H-400-13067-822032,2013-05-13 00:00:00,2013-03-12 00:00:00,Certified,H-2B,MA,2013-06-01 00:00:00,2013-09-30 00:00:00,The Westmoor Club,10 Westmoor Lane,,Nantucket,MA,02554,MARK CARCHIDI,YARMOUTH PORT,MA,35-3031,Waiters and Waitresses,Waiters and waitresses,15,13.01,Hour,13.01,Hour
3682,H-400-13067-547429,2013-05-13 00:00:00,2013-03-08 00:00:00,Certified,H-2B,CO,2013-05-13 00:00:00,2013-10-25 00:00:00,Telluride Land Works,"315 Adams Ranch Rd, Suite 2-2A",,Telluride,CO,81435,Ginny Muilenburg,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscapers,27,13.84,Hour,13.84,Hour
3683,H-400-13067-351065,2013-05-13 00:00:00,2013-03-08 00:00:00,Certified,H-2B,TN,2013-05-13 00:00:00,2013-12-15 00:00:00,Montes Stone Products LLC,156 Frontage Road,,Dunlap,TN,37327,Patricia Sowards,Lexington,KY,47-5051,"Rock Splitters, Quarry",Quarry Workers,10,13.76,Hour,13.76,Hour
3684,H-400-13067-386648,2013-05-13 00:00:00,2013-03-12 00:00:00,Certified,H-2B,MA,2013-06-01 00:00:00,2013-09-30 00:00:00,The Westmoor Club,10 Westmoor Lane,,Nantucket,MA,02554,MARK CARCHIDI,YARMOUTH PORT,MA,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,5,13.0,Hour,13.0,Hour
3685,H-400-13067-524825,2013-05-13 00:00:00,2013-03-08 00:00:00,Certified,H-2B,MA,2013-05-13 00:00:00,2013-11-30 00:00:00,"ValleyCrest Landscape Maintenance, Inc.",1010 Pleasant Street,,Belmont,MA,02478,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,50,16.12,Hour,16.12,Hour
3686,H-400-13067-833710,2013-05-13 00:00:00,2013-03-11 00:00:00,Certified,H-2B,VT,2013-05-13 00:00:00,2013-12-15 00:00:00,"Destination Stowe Hotel, Inc.",7412 Mountain Road,,Stowe,VT,05672,MARCIA NEEDLEMAN,NEW YORK,NY,35-2014,"Cooks, Restaurant",Line Cook,6,13.33,Hour,13.33,Hour
3687,H-400-13067-309558,2013-05-13 00:00:00,2013-03-11 00:00:00,Denied,H-2B,VT,2013-04-27 00:00:00,2013-11-01 00:00:00,"Destination Stowe Hotel, Inc.",7412 Mountain Road,,Stowe,VT,05672,MARCIA NEEDLEMAN,NEW YORK,NY,35-3041,"Food Servers, Nonrestaurant",Banquet Server,0,9.71,Hour,9.71,Hour
3688,H-400-13068-165792,2013-05-13 00:00:00,2013-03-09 00:00:00,Certified,H-2B,NY,2013-05-13 00:00:00,2013-12-15 00:00:00,North Country Landscape,10680 State Route 9W,,Coxsackie,NY,12051,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,5,13.36,Hour,13.36,Hour
3689,H-400-13068-886930,2013-05-13 00:00:00,2013-03-09 00:00:00,Certified,H-2B,NY,2013-05-13 00:00:00,2013-12-15 00:00:00,Seasons East Lawn Care,462 Elliot Road,P. O. Box 70,Kinderhook,NY,12106,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,4,12.56,Hour,12.56,Hour
3690,H-400-13070-509130,2013-05-13 00:00:00,2013-03-11 00:00:00,Certified,H-2B,FL,2013-05-13 00:00:00,2013-12-31 00:00:00,"LAS AGUILAS, INC.",12403 S. ORANGE BLOSSOM TRAIL,,ORLANDO,FL,32837,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,7,8.88,Hour,8.88,Hour
3691,H-400-13070-892890,2013-05-13 00:00:00,2013-03-11 00:00:00,Certified,H-2B,OH,2013-05-13 00:00:00,2013-12-31 00:00:00,"PIBO, LLC.",16512 DETROIT AVE.,,LAKEWOOD,OH,44107,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,5,9.22,Hour,9.22,Hour
3692,H-400-13071-588699,2013-05-13 00:00:00,2013-03-12 00:00:00,Denied,H-2B,FL,2013-02-28 00:00:00,2013-11-28 00:00:00,"WYSCAPE,LLC",312 ELLIS AVENUE BOX 1681,,NICEVILLE,FL,32578,WILLIAM NUNEZ,DOTHAN,AL,49-3053,Outdoor Power Equipment and Other Small Engine,EQUIPMENT OPERATOR,0,15.75,Hour,15.75,Hour
3693,H-400-13071-032293,2013-05-13 00:00:00,2013-03-12 00:00:00,Certified,H-2B,LA,2013-05-13 00:00:00,2013-12-31 00:00:00,"EL JARRITO, LLC.",704 CELEBRITY DR.,,RUSTON,LA,71270,NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,10,8.26,Hour,8.26,Hour
3694,H-400-13072-143350,2013-05-13 00:00:00,2013-03-13 00:00:00,Certified,H-2B,SD,2013-05-13 00:00:00,2013-10-31 00:00:00,"KRULL'S MARKET, INC.",531 EAST MAIN STREET,,HILL CITY,SD,57745,KEVIN OPP,ABERDEEN,SD,43-5081,Stock Clerks and Order Fillers,STORE CLERK,8,10.77,Hour,10.77,Hour
3695,H-400-13072-304464,2013-05-13 00:00:00,2013-03-13 00:00:00,Certified,H-2B,MA,2013-05-13 00:00:00,2013-12-15 00:00:00,SAYLES & HENRY INC.,99 WASHINGTON ST,,NANTUCKET,MA,02554,maydene mason,Nantucket,MA,35-3021,"Combined Food Preparation and Serving Workers,",COUNTER ATTENDANT,6,9.52,Hour,9.52,Hour
3696,H-400-13073-409718,2013-05-13 00:00:00,2013-03-14 00:00:00,Certified,H-2B,NY,2013-05-13 00:00:00,2013-12-10 00:00:00,Nicholas P. Zito Stable Inc.,21-50 Hempstead Turnpike,,Elmont,NY,11003,Tatiana Cevallos,Corona,NY,39-2021,Nonfarm Animal Caretakers,Stable Attendant,10,12.07,Hour,12.07,Hour
