AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,AGENT_POC_EMP_REP_BY_AGENT,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYEE_POSTAL_CODE,EMPLOYEE_WORKSITE_CITY,EMPLOYEE_WORKSITE_COUNTY,EMPLOYEE_WORK_STATE,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FEIN,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQUIRED_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,NUMBER_OF_HOURS,NUM_MONTHS_TRAINING,OTHER_EDUCATION,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,PREVAILING_WAGE,PW_UNIT_OF_PAY,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUBMITTED_DATE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME_DBA,TRAINING_REQUIRED,VISA_TYPE,WORKSITE_ADDRESS_1,WORKSITE_ADDRESS_2,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_STATE,
WINDSOR,BRADLEY AHL,CO,Y,,35,$13.95 ,,H-400-16277-926767,Certification,4/1/17,10/22/17,2/7/17,None,,,,,2405 SOUTH YOSEMITE STREET,,DENVER,UNITED STATES OF AMERICA,LOS VERDES III,303-597-0391,,80231,,CO,N,,,Y,2017,5:30 AM,2:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Seasonal,17,17,,,,,N,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,CHERRY CREEK COUNTRY CLUB,N,H-2B,,,Denver,Arapahoe,80231,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16278-182881,Certification,4/1/17,11/30/17,2/9/17,None,,,,,5160 WEST MAPLEWOOD AVENUE,,LITTLETON,UNITED STATES OF AMERICA,"PARKSIDE LANDSCAPING, INC. (A)",303-321-5886,,80123,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,50,50,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,DENVER,ARAPAHOE,80231,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$16.77 ,,H-400-16278-304546,Certification,4/1/17,10/31/17,2/22/17,None,,,,,4717 Bay View Drive,,Fort Collins,UNITED STATES OF AMERICA,"STONE WHOLESALE, INC.",970-567-2880,,80526,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Seasonal,10,10,,,,,N,25.16,28.5,Hour,,,N,,47-5051,"Rock Splitters, Quarry",1/1/17,,N,,,N,H-2B,,,Wheatland,Platte,82201,WY,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16278-435103,Certification,4/1/17,11/11/17,2/3/17,None,,,,,6630 BEARDANCE DRIVE,,LARKSPUR,UNITED STATES OF AMERICA,"SOUTHWEST GREENS OF COLORADO, LLC",303-681-4653,,80118,,CO,N,,,Y,2017,5:30 AM,2:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Seasonal,9,9,,,,,N,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,THE GOLF CLUB AT BEAR DANCE,N,H-2B,,,Larkspur,Douglas,80118,CO,
BAY CITY,BRANDI COWAN,TX,Y,,40,$12.34 ,,H-400-16278-489341,Certification,4/1/17,11/30/17,2/7/17,None,,,,,1050 East Cheyenne Rd,,Colorado Springs,UNITED STATES OF AMERICA,Robertson Lawn Sprinkler Company,719-635-8585,,80905,,CO,N,,,Y,2017,8:00 AM,4:30 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,25,25,,,,,Y,18.51,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,Robertson Landscaping,N,H-2B,,,Colorado Springs,El Paso,80905,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.59 ,,H-400-16278-714631,Certification,4/1/17,11/15/17,2/21/17,None,,,,,1528 MAJESTIC DRIVE,,BERTHOUD,UNITED STATES OF AMERICA,"ROCKY MOUNTAIN LANDSCAPE & DESIGN, CORP.",303-564-3805,,80513-8103,,CO,N,,,Y,2017,8:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,8,8,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Berthoud,Boulder,80513,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$19.56 ,,H-400-16279-334376,Certification,4/1/17,12/1/17,2/3/17,None,,,,,4740 SOUTH WYNADOT STREET,,ENGLEWOOD,UNITED STATES OF AMERICA,"ALL PHASE CONCRETE CONSTRUCTION, INC. (F)",303-783-9788,,80110,,CO,N,,,Y,2017,7:00 AM,3:00 PM,,,,Cement Masons and Concrete Finishers,"LABOR SOLUTIONS, INC.",,238110,,Seasonal,15,15,,,,,Y,29.34,33,Hour,,,N,,47-2051,Cement Masons and Concrete Finishers,1/1/17,,N,,,N,H-2B,,,Englewood,Arapahoe,80110,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$16.18 ,,H-400-16279-409404,Certification,4/1/17,12/1/17,2/1/17,None,,,,,4740 SOUTH WYNADOT STREET,,ENGLEWOOD,UNITED STATES OF AMERICA,"ALL PHASE CONCRETE CONSTRUCTION, INC. (CL)",303-783-9788,,80110,,CO,N,,,Y,2017,7:00 AM,3:00 PM,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238110,,Seasonal,15,15,,,,,Y,24.27,27,Hour,,,N,,47-2061,Construction Laborers,1/1/17,,N,,,N,H-2B,,,Englewood,Arapahoe,80110,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$16.18 ,,H-400-16279-850223,Certification,4/1/17,11/24/17,2/3/17,None,,,,,15080 JALNA COURT,,BRIGHTON,UNITED STATES OF AMERICA,"ERS CONCRETE, LLC",720-935-7061,,80603,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238110,,Seasonal,8,8,,,,,Y,24.27,27,Hour,,,N,,47-2061,Construction Laborers,1/1/17,,N,,,N,H-2B,,,BRIGHTON,ADAMS,80603,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16279-895341,Certification,4/1/17,10/31/17,2/3/17,None,,,,,"6101 WEST 11TH AVENUE, #2",,LAKEWOOD,UNITED STATES OF AMERICA,"SUSTAINABLE LANDSCAPES COLORADO, LLC",303-986-4000,,80214,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,17,17,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,LAKEWOOD,JEFFERSON,80214,CO,
AUSTIN,ROBERT KERSHAW,TX,Y,,40,$14.59 ,,H-400-16281-448816,Certification,4/1/17,12/15/17,2/14/17,None,,,,,2406 E CR 60,,Wellington,UNITED STATES OF AMERICA,"Korby Landscape, LLC",970-232-1127,,80549,,CO,N,,,Y,2017,7:30 AM,4:30 PM,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,22,22,,,,,Y,21.89,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Wellington,Larimer,80549,CO,
BAY CITY,LINDA SEALS,TX,Y,,40,$13.95 ,,H-400-16281-817129,Certification,3/1/17,11/30/17,1/9/17,None,,,,,5253 E. 38th Avenue,,Denver,UNITED STATES OF AMERICA,Lawntech Enterprises Inc,303-322-6272,,80207,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscape Laborer,FEWA,,561730,,Peakload,18,18,,,,,Y,20.93,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/1/16,,N,,,N,H-2B,,,Denver,Denver,80207,CO,
AUSTIN,ROBERT KERSHAW,TX,Y,,40,$13.95 ,,H-400-16286-116687,Certification,4/1/17,11/30/17,2/3/17,None,,,,,79 S. DeGaulle St.,,Aurora,UNITED STATES OF AMERICA,Quintana's Luxury Landscape,303-341-2581,,80018,,CO,N,,,Y,2017,7:00 AM,3:00 PM,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,13,13,,,,,Y,20.93,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Aurora,Arapahoe,80018,CO,
AUSTIN,ROBERT KERSHAW,TX,Y,,40,$14.59 ,,H-400-16287-384059,Certification,4/1/17,10/31/17,2/3/17,None,,,,,1060 East County Road 6C,,Berthoud,UNITED STATES OF AMERICA,Rocky Mountain Environmental Construction Inc.,970-532-1717,,80513,,CO,Y,3,,Y,2017,7:00 AM,3:00 PM,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,12,12,,,,,Y,21.89,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Berthoud,Larimer,80513,CO,
AUSTIN,ROBERT KERSHAW,TX,Y,,40,$13.95 ,,H-400-16287-996158,Certification,4/1/17,11/30/17,2/2/17,None,,,,,8125 W. Grand Ave.,,Littleton,UNITED STATES OF AMERICA,Mitch's Green Thumb Landscaping Colorado Corporation,303-781-2331,,80123,,CO,Y,2,,Y,2017,7:00 AM,3:30 PM,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,20,20,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,"MGT Landscaping, Inc.",N,H-2B,,,Denver,Denver,80205,CO,
SEDONA,ERIN SCHAAD,AZ,Y,,40,$13.61 ,,H-400-16292-160772,Denied,2/15/17,10/31/17,12/1/16,High School/GED,,,,,1202 Empire Street,,Silverton,UNITED STATES OF AMERICA,The Old Arcade Trading Company,970-387-5678,,81433,,CO,N,,,Y,2017,11:00 AM,8:00 PM,,,,Retail Salesperson,ERIN SCHAAD LAW,,4539,,Seasonal,,5,,,,,N,20.42,,Hour,,,N,,41-2031,Retail Salespersons,10/25/16,,N,,,N,H-2B,,,Silverton,San Juan,81433,CO,
BAY CITY,BRANDI COWAN,TX,Y,,40,$13.95 ,,H-400-16293-371347,Certification,4/1/17,11/14/17,2/2/17,None,,,,,3451 Starry Night Loop,,Castle Rock,UNITED STATES OF AMERICA,"Hall Contracting, LLC",303-489-8036,,80109,,CO,N,,,Y,2017,7:00 AM,5:30 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,10,10,,,,,Y,20.93,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Littleton,Douglas,80125,CO,
BAY CITY,BRANDI COWAN,TX,Y,,40,$16.04 ,,H-400-16294-994954,Certification,4/1/17,10/31/17,2/3/17,None,,,,,105 Eaton Lane,"Mailing: P.O.Box 3785, Eagle, CO 81631",Eagle,UNITED STATES OF AMERICA,Whittaker Landscape Services Inc,970-328-6966,,81631,,CO,N,,,Y,2017,8:00 AM,4:30 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Seasonal,15,15,,,,,Y,24.06,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Gypsum,Eagle,81637,CO,
BAY CITY,BRANDI COWAN,TX,Y,,40,$13.95 ,,H-400-16298-463731,Certification,4/1/17,12/15/17,2/14/17,None,,,,,2310 S. Syracuse Way,,Denver,UNITED STATES OF AMERICA,Phase One Landscapes Inc.,303-750-6060,,80231,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,25,25,,,,,Y,20.93,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Denver,Arapahoe,80231,CO,
AUSTIN,ROBERT KERSHAW,TX,Y,,40,$12.58 ,,H-400-16298-535144,Certification,4/1/17,12/1/17,2/7/17,None,,,,,36841 County Road 15,,Windsor,UNITED STATES OF AMERICA,"Walker Landscaping, Inc.",970-484-1414,,80550,,CO,N,,,Y,2017,8:00 AM,5:00 PM,,,,Landscape Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,12,12,,,,,Y,18.87,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Windsor,Weld,80550,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.59 ,,H-400-16300-063322,Certification,4/1/17,11/3/17,2/3/17,None,,,,,1135 FOUNDERS CIRCLE,,WINDSOR,UNITED STATES OF AMERICA,"SOUTHERN EXPOSURE LANDSCAPE AND SPRINKLER, LLC",970-674-3010,,80550,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,10,10,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Windsor,Weld,80550,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$18.00 ,,H-400-16300-233175,Partial Certification,4/1/17,12/15/17,3/10/17,None,,,,,3587 STONE CANYON ROAD,,LYONS,UNITED STATES OF AMERICA,"FRONTIER STONE, LLC",720-460-1995,,80540,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Stonemasons,"LABOR SOLUTIONS, INC.",,238140,,Seasonal,20,30,,,,,Y,27,30,Hour,,,N,,47-2022,Stonemasons,1/3/17,,N,,,N,H-2B,,,Lyons,Boulder,80540,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16300-505626,Certification,4/1/17,11/15/17,2/3/17,None,,,,,2000 EAST PROSPECT ROAD,,FORT COLLINS,UNITED STATES OF AMERICA,"BATH, INC.",970-484-5022,,80525,,CO,N,,,Y,2017,7:00 AM,2:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,40,40,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Fort Collins,Larimer,80525,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$18.97 ,,H-400-16300-578778,Partial Certification,4/1/17,10/31/17,3/21/17,None,,,,,"11830 NORTH 75TH STREET, SUITE 103",,HYGEINE,UNITED STATES OF AMERICA,"RED CANYON ROOFING, LLC",303-667-9816,,80533,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Roofers,"LABOR SOLUTIONS, INC.",,238160,,Seasonal,25,36,,,,,Y,28.46,31.5,Hour,,,N,,47-2181,Roofers,1/1/17,,N,,,N,H-2B,,,Hygeine,Boulder,80533,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$15.41 ,,H-400-16300-604797,Certification,4/1/17,12/15/17,2/16/17,None,,,,,"11830 NORTH 75TH STREET, SUITE 103",,HYGEINE,UNITED STATES OF AMERICA,"O & A STONE, LLC",303-775-0201,,80533,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Seasonal,25,25,,,,,N,23.12,25.5,Hour,,,N,,47-5051,"Rock Splitters, Quarry",1/1/17,,N,,,N,H-2B,,,Lyons,Boulder,80540,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16301-007502,Certification,4/1/17,11/30/17,2/22/17,None,,,,,3539 CR 32,,MEAD,UNITED STATES OF AMERICA,"TREE OF LIFE LANDSCAPING, INC.",303-246-6946,,80542,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,20,20,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Mead,Weld,80542,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16301-546525,Certification,4/1/17,11/30/17,1/31/17,None,,,,,7225 URBAN DRIVE,,ARVADA,UNITED STATES OF AMERICA,"VERTECH SPRINKLER & LANDSCAPE, LLC",303-564-1008,,80005,,CO,N,,,Y,2017,8:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,8,8,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Arvada,Jefferson,80005,CO,
Lovingston,Elizabeth Whitley,VA,Y,,40,$13.10 ,,H-400-16305-457855,Certification,2/13/17,11/17/17,1/6/17,None,,,,,2755 S. Raritan St.,,Englewood,UNITED STATES OF AMERICA,"Park Range Construction, Inc.",303-781-8936,,80110,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,"Helpers, Production Workers","MAS Labor H-2B, LLC",,238910,,Peakload,8,8,,,,,Y,19.65,,Hour,,,N,,51-9198,Helpers--Production Workers,11/15/16,,N,,,N,H-2B,,,Englewood,Arapahoe,80110,CO,
FRISCO,ERIC FISHER,CO,Y,,40,$16.04 ,,H-400-16306-930218,Certification,3/1/17,12/29/17,3/8/17,None,,,,,413 Amherst Road,P O Box 2247,Gypsum,UNITED STATES OF AMERICA,"360 Civil, Inc.",970-445-1041,,81637,,CO,N,,,Y,2017,7:00 AM,5:30 PM,,,,construction laborer,"LAW OFFICE OF ERIC A. FISHER, LLC",,2361,,Peakload,4,4,,,,,Y,24.06,24.75,Hour,,,N,,47-2061,Construction Laborers,12/1/16,,N,,,N,H-2B,,,Gypsum,Eagle,81637,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$13.95 ,,H-400-16307-037290,Certification,4/1/17,11/17/17,2/10/17,None,,,,,7215 MAINE LANE,,COLORADO SPRINGS,UNITED STATES OF AMERICA,"HYDRO-TURF, INC.",719-591-8151,,80923,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,8,8,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Colorado Springs,El Paso,80923,CO,
ALEXANDRIA,James O'Brien,VA,Y,,40,$19.71 ,,H-400-16307-089567,Certification Expired,1/28/17,9/1/17,1/10/17,High School/GED,,,,,315 East Dean Street,,Aspen,UNITED STATES OF AMERICA,"315 East Dean Associates, INC.",910-429-9584,,81611,,CO,Y,3,,Y,2017,8:00 AM,4:00 PM,,,,Guest Services Supervisor,O'BRIEN LAW LLC,,721110,,Peakload,1,1,,,,,N,29.57,,Hour,,,N,,37-1011,First-Line Supervisors of Housekeeping and,11/14/16,8,Y,,"The St. Regis Resort, Aspen",N,H-2B,,,Aspen,Pitkin,81611,CO,
ALEXANDRIA,James O'Brien,VA,Y,,40,$19.71 ,,H-400-16307-694393,Certification Expired,1/28/17,9/1/17,1/18/17,High School/GED,,,,,315 East Dean Street,,Aspen,UNITED STATES OF AMERICA,"315 East Dean Associates, INC.",910-429-9584,,81611,,CO,Y,3,,Y,2017,8:00 AM,4:00 PM,,,,Housekeeping Supervisor,O'BRIEN LAW LLC,,721110,,Peakload,1,1,,,,,N,29.57,,Hour,,,N,,37-1011,First-Line Supervisors of Housekeeping and,11/14/16,27,Y,,"The St. Regis Resort, Aspen",N,H-2B,,,Aspen,Pitkin,81611,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$12.08 ,,H-400-16307-921621,Certification,4/1/17,10/31/17,1/30/17,None,,,,,1 BALLYNEAL LANE,,HOLYOKE,UNITED STATES OF AMERICA,BALLYNEAL GOLF LTD,970-854-5904,,80734,,CO,N,,,Y,2017,5:30 AM,2:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,10,10,,,,,N,18.12,22.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,BALLYNEAL GOLF CLUB,N,H-2B,,,Holyoke,Yuma,80734,CO,
DENVER,CERIDWEN KOSKI,CO,Y,,35,$16.00 ,,H-400-16307-958503,Certification Expired,1/16/17,4/15/17,12/14/16,None,,,,,117 Aspen Airport Business Ctr,,Aspen,UNITED STATES OF AMERICA,Aspen Skiing Company,970-920-4600,,81611,,CO,Y,3,,Y,2017,8:00 AM,4:30 PM,,,,Housekeepers/Room Attendants,OGLETREE DEAKINS NASH SMOAK STEWART P.C.,,72111,,Peakload,15,15,,,,,N,24,,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,11/2/16,,N,,,N,H-2B,,,Aspen,Pitkin County,81611,CO,
Richmond,Fernando Saenz,VA,Y,,35,$14.59 ,,H-400-16308-788977,Certification,2/1/17,11/30/17,12/8/16,None,,,,,8585 EAST WARREN AVENUE,,DENVER,UNITED STATES OF AMERICA,SWINGLE INC,303-369-1512,,80231,,CO,Y,3,,Y,2017,6:45 AM,3:15 PM,,,,Landscape Laborer,WORKFORCE ADVANTAGE,,561730,,Peakload,55,55,,,,,Y,21.89,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,11/3/16,,N,,"SWINGLE LAWN, TREE & LANDSCAPE CARE",N,H-2B,,,DENVER,DENVER,80231,CO,
AURORA,JEFF JOSEPH,CO,Y,,40,$13.95 ,,H-400-16309-419260,Certification,4/1/17,11/30/17,3/1/17,None,,,,,17050 E. Smith Road,,Aurora,UNITED STATES OF AMERICA,"All Seasons Landscaping, Inc.",303-840-9696,,80011,,CO,N,,,Y,2017,7:30 AM,4:00 PM,,,,Landscaper,"JOSEPH LAW FIRM, PC",,561730,,Seasonal,18,18,,,,,Y,20.93,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/17,,N,,,N,H-2B,,,Aurora,Adams,80011,CO,
VAIL,AMY NOVAK,CO,Y,,35,$13.95 ,,H-400-16313-814685,Certification,4/1/17,11/30/17,2/28/17,None,,,,,1232 Bergen Parkway (physical),"PO Box 762, Evergreen, CO 80439 (mailing)",Evergreen,UNITED STATES OF AMERICA,ASanchez Landscaping LLC,720-275-5807,,80439,,CO,N,,,Y,2017,8:00 AM,5:00 PM,,,,Landscape Laborer,NOVAK LAW OFFICE,,561730,,Seasonal,7,7,,,,,Y,20.93,20.93,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/3/17,,N,,,N,H-2B,,,Evergreen,Jefferson,80439,CO,
VAIL,AMY NOVAK,CO,Y,,35,$13.95 ,,H-400-16313-894781,Certification,3/1/17,11/30/17,1/10/17,None,,,,,"12650 West 64th Avenue, Unit E, #430",,Arvada,UNITED STATES OF AMERICA,"Landscape Consultants & Contractors, Inc.",303-980-0360,,80004,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscape Laborers,NOVAK LAW OFFICE,,56173,,Peakload,22,22,,,,,Y,20.93,20.93,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/2/16,,N,,,N,H-2B,,,Arvada,Jefferson,80004,CO,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,35,$12.34 ,,H-400-16314-010345,Partial Certification,4/1/17,11/15/17,2/17/17,None,,,,,2929 N. PROSPECT STREET,SUITE 105,COLORADO SPRINGS,UNITED STATES OF AMERICA,"FREDELL ENTERPRISES, INC.",719-630-1355,,80907,,CO,N,,,Y,2017,7:00 AM,8:00 PM,,,,Landscape Laborer,ALLOTT IMMIGRATION LAW FIRM,,541320,,Peakload,21,25,,,,,Y,18.51,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/17,,N,,,N,H-2B,,,COLORADO SPRINGS,EL PASO,80907,CO,
BAY CITY,LINDA SEALS,TX,Y,,40,$13.95 ,,H-400-16314-010367,Certification,3/1/17,12/30/17,12/28/16,None,,,,,11543 W. Tulane Pl.,"Mailing: 9888 W. Belleview Ave # 128, Littleton, CO 80123",Littleton,UNITED STATES OF AMERICA,SaBell's Civil and Landscape LLC.,303-801-4768,,80127,,CO,N,,,Y,2017,7:30 AM,4:30 PM,,,,Landscape Laborer,FEWA,,561730,,Seasonal,20,20,,,,,Y,20.93,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/1/16,,N,,,N,H-2B,,,Arvada,Jefferson,80002,CO,
Vail,Amy Novak,CO,Y,,35,$16.04 ,,H-400-16314-035239,Certification,4/1/17,11/30/17,3/9/17,None,,,,,916 B Chambers Avenue (physical),"PO Box 2049, Eagle, CO 81631 (mailing)",Eagle,UNITED STATES OF AMERICA,Mountain Top Ventures,970-328-4129,,81631,,CO,N,,,Y,2017,7:00 AM,5:30 PM,,,,Landscaper,Novak Law Office,,561730,,Peakload,20,20,,,,,Y,24.06,24.06,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/3/17,,N,,SHC Nursery & Landscape,N,H-2B,,,Eagle,Eagle,81631,CO,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,35,$14.44 ,,H-400-16314-068765,Certification,4/1/17,10/31/17,2/1/17,None,,,,,3068 S. Madison Street,,Denver,UNITED STATES OF AMERICA,"Bloom Floralscapes, LLC",720-635-9007,,80210,,CO,N,,,Y,2017,7:00 AM,4:30 PM,,,,Landscape Laborer,ALLOTT IMMIGRATION LAW FIRM,,541320,,Peakload,18,18,,,,,Y,21.66,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/17,,N,,,N,H-2B,,,Sheridan,Arapahoe,80110,CO,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,40,$14.59 ,,H-400-16314-158723,Certification Expired,4/1/17,9/30/17,2/24/17,None,,,,,8201 Southpark Lane,,LITTLETON,UNITED STATES OF AMERICA,"TERRACARE ASSOCIATES, LLC",720-587-2520,,80120,,CO,N,,,Y,2017,6:30 AM,3:00 PM,,,,Landscaping Laborers,ALLOTT IMMIGRATION LAW FIRM,,561730,,Peakload,51,51,,,,,Y,21.89,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/17,,N,,,N,H-2B,,,Centennial,Arapahoe,80112,CO,
