AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,ALIEN_WORK_STATE,APPLICATION_TYPE,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,DOT_NAME,DOT_OCCUPATIONAL_CODE,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_NAME,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,FY,JOB_TITLE,LAWFIRM_NAME,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,PREVAILING_WAGE,PW_UNIT_OF_PAY,RECENT_DECISION_DATE,SOC_CODE,SOC_NAME,VISA_CLASS
,,,,CO,H-2B,8.26,HR,C-10211-50703,DENIED,11/1/10,4/17/11,8/10/10,,321.137-010,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2010,HOUSEKEEPER,,0,25,7/30/10,8.26,HR,,,,
,,,,CO,H-2B,13.75,HR,C-10230-50865,CERTIFIED,11/15/10,4/30/11,9/2/10,,153.227-018,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2010,"INSTRUCTOR, SPORTS",,10,10,8/18/10,13.75,HR,,,,
,,,,CO,H-2B,9,HR,C-10231-50872,PARTIAL CERTIFIED,11/1/10,4/17/11,9/2/10,,315.381-010,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2010,COOK,,29,30,8/19/10,9,HR,,,,
,,,,CO,H-2B,12,HR,C-10230-50866,PARTIAL CERTIFIED,11/15/10,4/30/11,9/2/10,,153.227-018,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2010,"INSTRUCTOR, SPORTS",,4,5,8/18/10,12,HR,,,,
,,,,CO,H-2B,,,C-10245-50961,PARTIAL CERTIFIED,11/1/10,4/17/11,9/7/10,,323.687-014,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2010,"CLEANER, HOUSEKEEPING",,21,25,9/2/10,,,,,,
,DENVER,LILIAN SHEA,CO,CO,H-2B,,,C-09356-47926,CERTIFIED,4/1/10,11/30/10,1/14/10,,844.364-010,P.O. BOX 880253,,STEAMBOAT SPRINGS,G.L. COOK CONCRETE INC.,80488,CO,2010,CEMENT MASON,,4,4,12/18/09,,,,,,
,FRISCO,ERIC A FISHER,CO,CO,H-2B,9.25,HR,C-09293-46736,PARTIAL CERTIFIED,10/1/09,5/15/10,11/4/09,,321.137-010,P.O. BOX 23591,,SILVERTHORNE,AAA STAFFING LLC,80498,CO,2010,HOUSEKEEPER,,24,25,10/20/09,9.25,HR,,,,
,FRISCO,"ERIC A FISHER/LAW OFFICE OF ERIC A. FISHER, LLC",CO,CO,H-2B,9.25,HR,C-10097-49833,DENIED,4/12/10,11/20/10,5/6/10,,321.137-010,P.O. BOX 23591,,SILVERTHORNE,"FLYING SEAGULLS, LLC",80498,CO,2010,HOUSEKEEPER,,0,50,4/7/10,9.25,HR,,,,
,FRISCO,ERIC A FISHER,CO,CO,H-2B,9.25,HR,C-10168-50307,PARTIAL CERTIFIED,6/21/10,11/20/10,6/28/10,,321.137-010,P.O. BOX 23591,,SILVERTHORNE,"FLYING SEAGULLS, LLC",80498,CO,2010,HOUSEKEEPER,,23,25,6/17/10,9.25,HR,,,,
,HEYBURN,MICHAELENE ROWE,ID,CO,H-2B,12.01,HR,C-09338-47504,CERTIFIED,2/20/10,12/20/10,12/31/09,,939.667-014,2337 EMERY STREET,,LONGMONT,"T-BONE STONE, ROUGH EDGES INC.",80501,CO,2010,QUARRY WORKER,,25,25,12/4/09,12.01,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-09350-47628,DENIED,4/1/10,1/31/11,1/26/10,,408.687-014,1331 SHERMAN DR.,,LONGMONT,"NAPP LANDSCAPE SERVICES, INC.",80501,CO,2010,"LABORER, LANDSCAPE",,0,10,12/15/09,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-09350-47626,DENIED,4/1/10,11/30/10,2/2/10,,408.687-014,1235 BOSTON AVE.,,LONGMONT,"PANORAMA COORDINATED SERVICES, INC.",80501,CO,2010,"LABORER, LANDSCAPE",,0,6,12/15/09,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-10067-49583,CERTIFIED,4/1/10,11/30/10,3/11/10,,408.687-014,1235 BOSTON AVE.,,LONGMONT,"PANORAMA COORDINATES SERVICES, INC.",80501,CO,2010,"LABORER, LANDSCAPE",,6,6,3/8/10,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,,,C-09349-47602,CERTIFIED,4/1/10,12/15/10,1/21/10,,939.667-014,4168 UTE HIGHWAY,,LONGMONT,"BLUE MOUNTAIN STONE, INC.",80503,CO,2010,QUARRY WORKER,,75,75,12/15/09,,,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-10067-49585,CERTIFIED,4/1/10,1/31/11,3/11/10,,408.687-014,11749 N 75TH STREET,,LONGMONT,"NAPP LANDSCAPE SERVICES, INC.",80503,CO,2010,"LABORER, LANDSCAPE",,10,10,3/8/10,9.63,HR,,,,
,WINDSOR,"LABOR SOLUTIONS, INC.",CO,CO,H-2B,9.63,HR,C-09357-48050,DENIED,4/1/10,10/15/10,2/1/10,,408.687-014,4161 MULLIGAN ST.,,LONGMONT,"SURFACETRAX, INC. DBA FIELDTURF COLORADO",80504,CO,2010,"LABORER, LANDSCAPE",,0,6,12/22/09,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-10056-49483,CERTIFIED,4/1/10,10/15/10,3/2/10,,408.687-014,4161 MULLIGAN ST.,,LONGMONT,SURFACETRAX INC D/B/A FIELDTURF COLORADO,80504,CO,2010,"LABORER, LANDSCAPE",,6,6,2/25/10,9.63,HR,,,,
,AURORA,TODD IRWIN,CO,CO,H-2B,8.92,HR,C-10043-49335,PARTIAL CERTIFIED,4/1/10,10/30/10,3/22/10,,408.687-014,8776 N. 107TH ST.,,LONGMONT,"GREEN SPOT, INC.",80504,CO,2010,"LABORER, LANDSCAPE",,24,25,2/12/10,8.92,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-09350-47636,DENIED,4/1/10,11/30/10,1/27/10,,408.687-014,1528 MAJESTIC DRIVE,,BERTHOUD,"ROCKY MOUNTAIN LANDSCAPE & DESIGN, INC.",80513,CO,2010,"LABORER, LANDSCAPE",,0,6,12/15/09,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-10067-49586,CERTIFIED,4/1/10,11/30/10,3/11/10,,408.687-014,1528 MAJESTIC DRIVE,,BERTHOUD,"ROCKY MOUNTAIN LANDSCAPE & DESIGN, INC.",80513,CO,2010,"LABORER, LANDSCAPE",,6,6,3/8/10,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,,,C-09349-47599,CERTIFIED,4/1/10,12/31/10,1/21/10,,408.687-014,3756 IMPERIAL STREET,,FREDERICK,"WESTERN STATES RECLAMATION, INC.",80516,CO,2010,"LABORER, LANDSCAPE",,60,60,12/14/09,,,,,,
,,,,CO,H-2B,8.25,HR,C-09356-47911,CERTIFIED,4/1/10,11/12/10,12/28/09,,323.687-014,1450 BIG THOMPSON AVE.,,ESTES PARK,CARIBOU CHALET INC. DBA COMFORT INN,80517,CO,2010,"CLEANER, HOUSEKEEPING",,14,14,12/18/09,8.25,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,,,C-09350-47630,DENIED,4/1/10,11/30/10,1/21/10,,408.687-014,2000 EAST PROSPECT STREET,,FT. COLLINS,"BATH, INC.",80525,CO,2010,"LABORER, LANDSCAPE",,0,20,12/15/09,,,,,,
,BAY CITY,BRANDI C. COWAN,TX,CO,H-2B,,,C-09357-47997,PARTIAL CERTIFIED,3/1/10,11/30/10,2/1/10,,408.687-014,2790 S. LINCOLN AVE.,,LOVELAND,BELMIRE SPRINKLER AND LANDSCAPING INC,80537,CO,2010,"LABORER, LANDSCAPE",,18,20,12/21/09,,,,,,
,HEYBURN,MICHAELENE ROWE,ID,CO,H-2B,12.71,HR,C-09357-48054,CERTIFIED,3/15/10,12/20/10,1/11/10,,939.667-014,2493 CR 37 EAST,,LYONS,"BB STONEWORKS, INC. D/B/A LYONS SANDSTONE",80540,CO,2010,QUARRY WORKER,,16,16,12/22/09,12.71,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,8.58,HR,C-09350-47617,DENIED,4/1/10,11/30/10,1/22/10,,408.687-014,512 ASH STREET,P.O.BOX 958,WINDSOR,"BUCKHORN LANDSCAPE SERVICES, INC.",80550,CO,2010,"LABORER, LANDSCAPE",,0,6,12/15/09,8.58,HR,,,,
,WINDSOR,"LABOR SOLUTIONS, INC",CO,CO,H-2B,8.58,HR,C-10054-49444,CERTIFIED,4/1/10,11/30/10,2/26/10,,406.684-014,512 ASH STREET,P.O. BOX 958,WINDSOR,"BUCKHORN LANDSCAPE SERVICES, INC",80550,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,6,6,2/23/10,8.58,HR,,,,
,DENVER,KIMBERLEY CHANDLER,CO,CO,H-2B,,,C-09356-47866,CERTIFIED,3/15/10,11/30/10,1/7/10,,408.687-014,549 HARRISON AVENUE,,FORT LUPTON,"RANGEL LANDSCAPE SERVICES, INC.",80621,CO,2010,"LABORER, LANDSCAPE",,4,4,12/18/09,,,,,,
,WINDSOR,KATHERIN LEA AHL,CO,CO,H-2B,8.92,HR,C-09355-47782,DENIED,4/1/10,11/30/10,1/27/10,,406.684-014,12511 EAST 112TH AVENUE,,HENDERSON,"ENVIRONMENTAL DESIGNS, INC",80640,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,0,90,12/17/09,8.92,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,8.92,HR,C-10067-49589,CERTIFIED,4/1/10,11/30/10,3/11/10,,408.687-014,12511 EAST 112TH AVENUE,,HENDERSON,"ENVIRONMENTAL DESIGNS, INC",80640,CO,2010,"LABORER, LANDSCAPE",,90,90,3/8/10,8.92,HR,,,,
,,,,CO,H-2B,7.5,HR,C-09293-46738,DENIED,12/1/09,11/30/10,12/4/09,,332.271-010,240 VILLA VISTA STREET,,STERLING,MOLAD NIGERIAN HAIR BRAIDING SALON DBA HAIR BRAIDI,80751,CO,2010,COSMETOLOGIST,,0,5,10/20/09,7.45,HR,,,,
,,,,CO,H-2B,7.4,HR,C-10015-48800,DENIED,3/1/10,1/28/11,2/12/10,,332.271-010,240 VILLA VISTA STREET,,STERLING,MOLAD NIGERIAN HAIR BRAIDING SALON D/B/A HAIR BRAI,80751,CO,2010,COSMETOLOGIST,,0,5,1/14/10,7.4,HR,,,,
,,,,CO,H-2B,7.85,HR,C-10053-49432,DENIED,4/5/10,3/5/11,3/26/10,,332.271-018,240 VILLA VISTA STREET,,STERLING,MOLAD NIGERIAN HAIR BRAIDING SALON,80751,CO,2010,HAIR STYLIST,,0,5,2/22/10,7.85,HR,,,,
,WINDSOR,KATHERIN LEA AHL,CO,CO,H-2B,13.07,HR,C-09355-47794,PARTIAL CERTIFIED,4/1/10,11/30/10,1/21/10,,844.461-010,520 EAST COSTILLA STREET,,COLORADO SPRINGS,EVEN-PREISSER INC,80903,CO,2010,CONCRETE STONE FINISHER,,17,20,12/17/09,13.07,HR,,,,
,BAY CITY,BRANDI C. COWAN/ FEDERATION OF EMPLOYERS & WORKERS,TX,CO,H-2B,8.52,HR,C-09302-46872,CERTIFIED,2/1/10,10/31/10,11/16/09,,406.684-014,1050 EAST CHEYENNE ROAD,,COLORADO SPRINGS,"ROBERTSON LAWN SPRINKLER CO., INC",80905,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,25,25,10/29/09,8.52,HR,,,,
,,,,CO,H-2B,7.51,HR,C-09363-48250,CERTIFIED,4/1/10,11/30/10,1/4/10,,311.677-018,ONE LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,DINING ROOM ATTENDANT,,8,8,12/28/09,7.51,HR,,,,
,,,,CO,H-2B,10,HR,C-09363-48236,CERTIFIED,4/1/10,11/30/10,1/4/10,,323.687-014,ONE LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,"CLEANER, HOUSEKEEPING",,12,12,12/28/09,,HR,,,,
,,,,CO,H-2B,9,HR,C-09363-48259,CERTIFIED,4/1/10,11/30/10,1/4/10,,319.484-010,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,"FOOD ASSEMBLER, KITCHEN",,12,12,12/28/09,9,HR,,,,
,,,,CO,H-2B,8.5,HR,C-09363-48257,CERTIFIED,4/1/10,11/30/10,1/4/10,,318.687-010,ONE LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,KITCHEN HELPER,,25,25,12/28/09,8.5,HR,,,,
,,,,CO,H-2B,8.07,HR,C-09363-48254,CERTIFIED,4/1/10,11/30/10,1/4/10,,358.677-014,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,LOCKER ROOM ATTENDANT,,3,3,12/28/09,8.07,HR,,,,
,,,,CO,H-2B,8.22,HR,C-09363-48277,PARTIAL CERTIFIED,4/1/10,11/30/10,1/13/10,,381.687-014,1 LAKE AVENUE,,COLORADO,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,"CLEANER, COMMERCIAL OR INSTITUTIONAL",,10,11,12/28/09,8.22,HR,,,,
,,,,CO,H-2B,8.5,HR,C-09363-48244,CERTIFIED,4/1/10,11/30/10,1/14/10,,361.685-018,1 LAKE AVENUE,,COLORADO,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,LAUNDRY WORKER II,,10,10,12/28/09,8.5,HR,,,,
,,,,CO,H-2B,9,HR,C-09363-48280,PARTIAL CERTIFIED,4/1/10,10/31/10,1/15/10,,408.687-014,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,"LABORER, LANDSCAPE",,16,22,12/28/09,9,HR,,,,
,,,,CO,H-2B,7.43,HR,C-09363-48269,CERTIFIED,4/1/10,11/30/10,1/21/10,,350.677-030,ONE LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,WAITER/WAITRESS,,6,6,12/28/09,7.43,HR,,,,
,,,,CO,H-2B,7.37,HR,C-09363-48258,CERTIFIED,4/1/10,11/30/10,1/21/10,,324.677-010,ONE LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,BELLHOP,,4,4,12/28/09,7.37,HR,,,,
,,,,CO,H-2B,7.33,HR,C-09363-48255,DENIED,4/1/10,10/31/10,2/2/10,,349.664-010,ONE LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2010,AMUSEMENT PARK WORKER,,0,10,12/28/09,7.33,HR,,,,
,,,,CO,H-2B,7.33,HR,C-10026-49038,CERTIFIED,4/1/10,10/31/10,2/10/10,,341.367-010,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC",80906,CO,2010,RECREATION FACILITY ATTENDANT,,10,10,1/26/10,7.33,HR,,,,
,WHITE PLAINS,OTIENO OMBOK / JACKSON LEWIS LLP,NY,CO,H-2B,8.52,HR,C-10007-48574,PARTIAL CERTIFIED,4/1/10,11/30/10,2/1/10,,408.687-014,2929 NORTH PROSPECT STREET # 105,,COLORADO SPRINGS,"FREDELL ENTERPRISES, INC",80907,CO,2010,"LABORER, LANDSCAPE",,15,20,1/7/10,8.52,HR,,,,
,WINDSOR,LABOR SOLUTIONS INC,CO,CO,H-2B,8.52,HR,C-09350-47637,DENIED,4/1/10,12/18/10,1/22/10,,408.687-014,777 CONRAD STREET,,COLORADO SPRINGS,ASPEN LEAF LANDSCAPE MAINTENANCE INC,80915,CO,2010,"LABORER, LANDSCAPE",,0,6,12/15/09,8.52,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,8.52,HR,C-10067-49584,CERTIFIED,4/1/10,12/18/10,3/11/10,,408.687-014,777 CONRAD STREET,,COLORADO SPRINGS,ASPEN LEAF LANDSCAPE MAINTENANCE INC,80915,CO,2010,"LABORER, LANDSCAPE",,6,6,3/8/10,8.52,HR,,,,
,,,,CO,H-2B,,,C-09352-47708,DENIED,1/1/10,1/1/11,1/29/10,,355.674-010,7230 ARROWROOT AVE,,COLORADO SPRINGS,THOMAS AND XEMBRELYN MANGRUM DBA AQUINO AND COMPAN,80922,CO,2010,"CHILD CARE ATTENDANT, SCHOOL",,0,1,12/16/09,,,,,,
,GOFFSTOWN,JOSEPH YOUNG,NH,CO,H-2B,8.52,HR,C-10047-49354,PARTIAL CERTIFIED,4/1/10,11/30/10,3/23/10,,406.684-014,7209 CALIFORNIA DR,,COLORADO SPRINGS,GREEN THUMB COMMERICAL MAINTENANCE INC,80923,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,8,10,2/16/10,8.52,HR,,,,
,BALD KNOB,DAVID DONALDSON,AR,CO,H-2B,9.78,HR,C-10047-49355,CERTIFIED,4/1/10,11/20/10,3/9/10,,869.664-014,595 CLOMAN BLVD,,PAGOSA SPRINGS,MASTERCRAFT CONCRETE CONTRACTING LLC,81147,CO,2010,CONSTRUCTION WORKER I,,5,5,2/16/10,9.78,HR,,,,
,,,,CO,H-2B,9,HR,C-10081-49700,PARTIAL CERTIFIED,5/1/10,11/1/10,4/6/10,,321.137-010,130 COUNTY RD 742,P.O. BOX 339,ALMONT,THREE RIVERS RESORT,81210,CO,2010,HOUSEKEEPER,,6,8,3/22/10,9,HR,,,,
,CHICAGO,JULIE M APONTE,IL,CO,H-2B,9.5,HR,C-09274-46574,PARTIAL CERTIFIED,12/1/09,4/30/10,10/7/09,,323.687-014,1 SKIER PLACE,,DURANGO,"DSC/PURGATORY, LLC . D/B/A DURANGO MOUNTAIN RESORT",81301,CO,2010,"CLEANER, HOUSEKEEPING",,8,9,10/1/09,9.5,HR,,,,
,WHITE PLAINS,OTIENO OMBOK / JACKSON LEWIS LLP,NY,CO,H-2B,7.52,HR,C-10007-48572,CERTIFIED,4/1/10,11/30/10,1/12/10,,319.677-014,34879 US HIGHWAY 160,,MANCOS,ARAMARK MESA VERDE,81328,CO,2010,"FOOD SERVICE WORKER, HOSPITAL",,45,45,1/7/10,7.52,HR,,,,
,NEW YORK,"DANIEL REISNER / INTEREXCHANGE, INC.",NY,CO,H-2B,8.38,HR,C-10013-48749,CERTIFIED,4/15/10,10/31/10,1/19/10,,323.687-014,34879 US HIGHWAY 160,,MANCOS,ARAMARK MESA VERDE,81328,CO,2010,"CLEANER, HOUSEKEEPING",,25,25,1/13/10,8.38,HR,,,,
,NEW YORK,"DANIEL REISNER / INTEREXCHANGE, INC.",NY,CO,H-2B,8.06,HR,C-10013-48752,CERTIFIED,4/1/10,10/31/10,1/26/10,,211.462-010,34879 US HIGHWAY 160,,MANCOS,ARAMARK MESA VERDE,81328,CO,2010,CASHIER II,,19,19,1/13/10,8.06,HR,,,,
,GLENWOOD SPRINGS,JOHN E. REARDON,CO,CO,H-2B,9.78,HR,C-10113-49963,DENIED,5/1/10,12/31/10,5/19/10,,869.664-014,18212 6500 ROAD,,MONTROSE,"BAKER CONSTRCTION, LLC",81403,CO,2010,CONSTRUCTION WORKER I,,0,12,4/23/10,9.78,HR,,,,
,GLENWOOD SPRINGS,JOHN E. REARDON,CO,CO,H-2B,9.78,HR,C-10113-49961,DENIED,5/1/10,11/3/10,5/26/10,,869.664-014,1510 GRAND AVE.,,NORWOOD,EARTHTECH WEST LTD.,81423,CO,2010,CONSTRUCTION WORKER I,,0,4,4/23/10,9.78,HR,,,,
,GLENWOOD SPRINGS,JOHN REARDON,CO,CO,H-2B,,,C-10152-50216,DENIED,7/1/10,12/1/10,6/30/10,,869.664-014,1510 GRAND AVE.,,NORWOOD,EARTHTECH WEST LTD.,81423,CO,2010,CONSTRUCTION WORKER I,,0,4,6/1/10,,,,,,
,,,,CO,H-2B,,,C-10144-50160,DENIED,6/1/10,12/1/10,6/18/10,,352.667-010,26 SUZANNE LANE,,RIDGWAY,OUTLAW TRADITION LLC DBA OUTLAW RESTAURANT,81432,CO,2010,HOST/HOSTESS,,0,2,5/24/10,,,,,,
,LOVINGSTON,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",VA,VA,H-2B,10,HR,C-09358-48099,PARTIAL CERTIFIED,4/1/10,11/30/10,12/29/09,,640.682-018,P.O. BOX 3552,620 MOUNTAIN VILLAGE BLVD 2D,TELLURIDE,TELLURIDE STONE COMPANY,81435,CO,2010,CUTTING MACHINE OPERATOR,,23,25,12/22/09,8.3,HR,,,,
,POST FALLS,LAURA CHRISTIANSEN,ID,CO,H-2B,9.28,HR,C-09363-48226,PARTIAL CERTIFIED,4/1/10,11/15/10,12/31/09,,408.687-014,315 ADAMS RANCH ROAD #2-2A,,TELLURIDE,SHERRY GROUP INC. DBA TELLURIDE LAND WORKS,81435,CO,2010,"LABORER, LANDSCAPE",,43,45,12/24/09,9.28,HR,,,,
,,,,CO,H-2B,15.5,HR,C-10193-50490,DENIED,10/1/10,4/15/11,7/23/10,,732.364-014,650 MOUNTAIN VILLAGE BLVD.,,TELLURIDE,"BOOTDOCTORS, INC.",81435,CO,2010,SKI BINDING FITTER AND REPAIRER,,0,6,7/12/10,15.5,HR,,,,
,,,CO,CO,H-2B,,,C-10217-50756,DENIED,11/1/10,4/15/11,8/18/10,,153.227-010,565 MOUTAIN VILLAGE BLVD,,TELLURIDE,TELLURIDE SKI AND GOLF LLC,81435,CO,2010,"COACH, PROFESSIONAL ATHLETES",,0,20,8/5/10,,,,,,
,,,,CO,H-2B,12.35,HR,C-10217-50759,DENIED,11/1/10,4/15/11,8/19/10,,153.227-018,565 MOUNTAIN VILLAGE BLVD,,TELLURIDE,TELLURIDE SKI AND GOLF. LLC,81435,CO,2010,"INSTRUCTOR, SPORTS",,0,18,8/5/10,12.35,HR,,,,
,BROWNSVILLE,LINDA PEREZ DATA PROCESSING SPECIALISTS INC.,TX,CO,H-2B,18.03,HR,C-10250-50990,CERTIFIED,10/1/10,4/15/11,9/9/10,,899.381-010,650 MOUNTAIN VILLAGE BLVD.,,TELLURIDE,"BOOTDOCTORS, INC.",81435,CO,2010,"MAINTENANCE REPAIRER, BUILDING",,10,10,9/7/10,18.03,HR,,,,
,AUSTIN,"ROBERT DAVIDSON KERSHAW/REINA, BATES, KOWALSKI & K",TX,CO,H-2B,11.47,HR,C-09314-47087,CERTIFIED,2/2/10,12/1/10,12/2/09,,406.684-014,570 S. COMMERCIAL DR.,,GRAND JUNCTION,"LIQUI GREEN, INC.",81505,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,7,7,11/10/09,11.47,HR,,,,
,,,,CO,H-2B,10.12,HR,C-09363-48227,PARTIAL CERTIFIED,4/1/10,12/15/10,1/4/10,,869.664-014,2458 INDUSTRIAL BLVD. SUITE 1,,GRAND JUNCTION,ADCOCK CONCRETE,81505,CO,2010,CONSTRUCTION WORKER I,,12,21,12/28/09,10.12,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.04,HR,C-09350-47627,CERTIFIED,4/1/10,11/30/10,1/25/10,,408.687-014,1320 MOTOR ST.,,CLIFTON,"MESA TURF MASTERS, LLC",81505,CO,2010,"LABORER, LANDSCAPE",,4,4,12/15/09,9.04,HR,,,,
,,,,CO,H-2B,,,C-10053-49427,DENIED,1/15/10,11/16/12,3/26/10,,355.674-018,741 W. WILSHIRE COURT,,GRAND JUNCTION,MILES C. KARA,81506,CO,2010,ORDERLY,,0,1,2/22/10,,,,,,
,,,,CO,H-2B,11.58,HR,C-09296-46785,CERTIFIED,11/1/09,4/21/10,11/12/09,,195.227-014,117 ASPEN BUSINESS CENTER,"P.O. BOX 1248 ASPEN, CO 81612",ASPEN,ASPEN SKIING COMPANY,81611,CO,2010,RECREATION LEADER,,2,2,10/23/09,11.58,HR,,,,
,,,,CO,H-2B,11.58,HR,C-09296-46788,CERTIFIED,11/1/09,4/21/10,11/13/09,,195.227-014,117 ASPEN BUSINESS CENTER,"P.O. BOX 1248 ASPEN, CO 81612",ASPEN,ASPEN SKIING COMPANY,81611,CO,2010,RECREATION LEADER,,4,4,10/23/09,11.58,HR,,,,
,,,,CO,H-2B,12.18,HR,C-09296-46791,CERTIFIED,11/1/09,4/21/10,11/30/09,,277.357-058,117 ASPEN BUSINESS CENTER,"P.O. BOX 1248 ASPEN, CO 81612",ASPEN,ASPEN SKIING COMPANY,81611,CO,2010,"SALESPERSON, SPORTING GOODS",,2,2,10/23/09,12.18,HR,,,,
,,,,CO,H-2B,7.46,HR,C-10112-49941,DENIED,5/25/10,10/31/10,5/18/10,,311.677-018,THE LITTLE NELL HOTEL,675 EAST DURANT AVENUE,ASPEN,ASPEN SKIING COMPANY DBA ASPEN SKIING COMPANY HOSP,81611,CO,2010,DINING ROOM ATTENDANT,,0,20,4/20/10,7.46,HR,,,,
,,,,CO,H-2B,8.26,HR,C-10110-49922,DENIED,5/25/10,10/31/10,5/18/10,,321.137-010,THE LITTLE NELL HOTEL,675 EAST DURANT AVENUE,ASPEN,ASPEN SKIING COMPANY DBA ASPEN SKIING COMPANY HOSP,81611,CO,2010,HOUSEKEEPER,,0,40,4/20/10,8.26,HR,,,,
,,,,CO,H-2B,11.54,HR,C-10110-49928,DENIED,5/25/10,10/31/10,5/18/10,,305.281-010,THE LITTLE NELL HOTEL,675 EAST DURANT AVENUE,ASPEN,ASPEN SKIING COMPANY DBA ASPEN SKIING COMPANY HOSP,81611,CO,2010,COOK,,0,15,4/20/10,11.54,HR,,,,
,DENVER,JOCELYN C. CAMPANARO,CO,CO,H-2B,8.26,HR,C-10137-50120,CERTIFIED,5/25/10,10/31/10,5/27/10,,323.687-014,117 ASPEN BUSINESS CENTER,,ASPEN,ASPEN SKIING COMPANY DBA ASPEN SKIING COMPANY HOSP,81611,CO,2010,"CLEANER, HOUSEKEEPING",,35,35,5/17/10,8.26,HR,,,,
,DENVER,"JOCELYN CAMPANARO/OGLETREE, DEAKINS, NASH, SMOAK &",CO,CO,H-2B,,,C-10267-51082,CERTIFIED,11/15/10,4/28/11,9/28/10,,195.227-014,117 ASPEN BUSINESS CENTER,,ASPEN,"ASPEN SKIING COMPANY, LLC",81611,CO,2010,RECREATION LEADER,,5,5,9/24/10,,,,,,
