,CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
8621,H-300-14175-740909,2014-06-26 14:52:59,H-2A,2014-06-24 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-08-15 00:00:00,2014-12-01 00:00:00,2014-08-15 00:00:00,2014-12-01 00:00:00,DWAIN BELL,633 COLONIAL RD,,MURRAY,KY,42071,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4.0,40.0,10.1,Hour,MURRAY,KY,Individual Employer
8622,H-300-14175-831666,2014-07-17 15:09:02,H-2A,2014-06-24 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-08-20 00:00:00,2014-11-30 00:00:00,2014-08-20 00:00:00,2014-11-30 00:00:00,B.S. Farm Services LLC,8500 Bradshaw Road,,Pembroke,KY,42266,Seasonal Hands LLC,Mayra Ballard,Mayfield,KY,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10.0,40.0,10.1,Hour,Pembroke,KY,Individual Employer
8623,H-300-14175-846868,2014-07-17 15:58:58,H-2A,2014-06-24 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-08-17 00:00:00,2014-12-30 00:00:00,2014-08-17 00:00:00,2014-12-30 00:00:00,PERSIMON RIDGE LLC,2343 MYERS RD,,CARLISLE,KY,40311,"ALS, INC",RAMON CERVANTES,LEXINGTON,KY,TOBACCO  WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10.0,40.0,10.1,Hour,CARLISLE,KY,Individual Employer
8624,H-300-14175-851576,2014-07-09 15:32:56,H-2A,2014-06-24 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-07-26 00:00:00,2014-08-25 00:00:00,2014-07-26 00:00:00,2014-08-25 00:00:00,"Cherryfield Foods, Inc.",320 Ridge Road,,Cherryfield,ME,04622,,,,,MECHANICAL HARVESTER OPERATOR,45-2091,Agricultural Equipment Operators,110.0,50.0,11.22,Hour,Cherryfield,ME,Individual Employer
8625,H-300-14175-981939,2014-07-29 15:28:45,H-2A,2014-06-24 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-08-18 00:00:00,2014-11-15 00:00:00,2014-08-18 00:00:00,2014-11-15 00:00:00,KUSMENKO KUSTOM FARMING,7046 COUNTY ROAD 11,,ZAP,ND,58580,"WFDS, LLC",JULIE SCOTT,FERGUS FALLS,MN,Ag Equipment operator,45-2091,Agricultural Equipment Operators,2.0,48.0,13.41,Hour,Zap,ND,Individual Employer
8626,H-300-14176-080679,2014-07-10 10:13:08,H-2A,2014-06-25 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-08-18 00:00:00,2015-01-15 00:00:00,2014-08-18 00:00:00,2015-01-15 00:00:00,Consolation Farm LLC,14930 Consolation Loop,,Crofton,KY,42217,International Labor Management Corp,Christi Tabaretti,Vass,NC,Farmworker: Diversified,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",28.0,40.0,10.1,Hour,Crofton,KY,Individual Employer
8627,H-300-14176-166192,2014-07-21 12:54:47,H-2A,2014-06-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-08-20 00:00:00,2015-01-12 00:00:00,2014-08-20 00:00:00,2015-01-12 00:00:00,Coots Farm LLC,395 Snardon Mill Rd,,Allensville,KY,42204,Agriculture Workforce Management Association,DONNA CARPENTER,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8.0,40.0,10.1,Hour,Allensville,KY,Association - Filing as Agent (H-2A Only)
8628,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,WESTERN RANGE ASSOCIATION,"1245 E. BRICKYARD ROAD, SUITE 190",,SALT LAKE CITY,UT,84106,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",114.0,40.0,750.0,Month,CASA GRANDE,AZ,Association - Joint Employer (H-2A Only)
8629,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,I & M SHEEP COMPANY,16837 MAGNOLIA AVENUE,,WASCO,CA,93280,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",8.0,40.0,750.0,Month,CASA GRANDE,AZ,
8630,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,MANTEROLA SHEEP,20625 WEST CLAYTON ROAD,,CASA GRANDE,AZ,85122,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",7.0,40.0,750.0,Month,CASA GRANDE,AZ,
8631,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,JOE S. ESNOZ,24351 HWY 46,,LOST HILLS,CA,93249,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5.0,40.0,750.0,Month,CASA GRANDE,AZ,
8632,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,TERRI OYARZUN,1215 GARCIA RANCH ROAD,,BRIONES,CA,94553,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5.0,40.0,750.0,Month,CASA GRANDE,AZ,
8633,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,A & F SHEEP COMPANY INC,16837 MAGNOLIA AVENUE,,WASCO,CA,93280,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5.0,40.0,750.0,Month,CASA GRANDE,AZ,
8634,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,A & E SHEEP INC,28950 CAMPBELL AVENUE,,MORENO VALLEY,CA,92555,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4.0,40.0,750.0,Month,CASA GRANDE,AZ,
8635,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ELLISON RANCHING COMPANY,HC 32 BOX 240,,TUSCARORA,NV,89834,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4.0,40.0,750.0,Month,CASA GRANDE,AZ,
8636,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,F.I.M. CORPORATION,25 SARONI ROAD,,SMITH,NV,89430,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,40.0,750.0,Month,CASA GRANDE,AZ,
8637,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ETCHAMENDY SHEEP COMPANY INC,24394 HIGHWAY 46,,WASCO,CA,93280,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,40.0,750.0,Month,CASA GRANDE,AZ,
8638,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,W.J.M. SHEEP COMPANY,35244 OIL CITY ROAD,,COALINGA,CA,93210,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,40.0,750.0,Month,CASA GRANDE,AZ,
8639,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,PETER SWANSON,27655 SOUTH LAMMERS ROAD,,TRACY,CA,95377,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,40.0,750.0,Month,CASA GRANDE,AZ,
8640,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ECHENIQUE LIVESTOCK,929 BUNTING DRIVE,,BAKERSFIELD,CA,93307,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,40.0,750.0,Month,CASA GRANDE,AZ,
8641,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,BASTERRECHEA SHEEP RANCH,9576 PASS ROAD,,SUTTER,CA,95982,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,40.0,750.0,Month,CASA GRANDE,AZ,
8642,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,MICKEL BROTHERS SHEEP LLC,1750 SOUTH MAIN,,SPRING CITY,UT,84662,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8643,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,FRANK ROBBINS,2766 OWL CREEK ROAD,,THERMOPOLIS,WY,82443,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8644,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,EL TEJON SHEEP COMPANY INC,13950 OLD RIVER ROAD,,BAKERSFIELD,CA,93311,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8645,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,MEADOW CREEK SHEEP RANCHES,1035 WOODFELL LANE,,HARVARD,ID,83834,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8646,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,INDART GROUP INC,10464 EAST HERNDON AVENUE,,CLOVIS,CA,93619,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8647,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,RAM LIVESTOCK,4872 WALNUT DRIVE,,WILLIAMS,CA,95987,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8648,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ECHEVESTE SHEEP COMPANY,1888 8TH STREET,,FIREBAUGH,CA,93622,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8649,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,I.O.U. SHEEP COMPANY,14384 AVENUE 272,,VISALIA,CA,93292,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8650,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,BALL BROTHERS SHEEP COMPANY,2583 EAST 2100 NORTH,,HAMER,ID,83425,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8651,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,EUREKA LIVESTOCK LLC,HC 62 BOX 62540,,EUREKA,NV,89316,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8652,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ELGORRIAGA LIVESTOCK,22273 AVENUE 15,,MADERA,CA,93637,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8653,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,PEDRO MARIA INDACOCHEA,3626 RESERVOIR,,LAKEVIEW,CA,92555,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8654,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,NOTTINGHAM LAND & LIVESTOCK,1671 COUNTY ROAD 103,,CRAIG,CO,81625,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8655,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,VANWELL LIVESTOCK INC,17480 454TH AVENUE,,WATERTOWN,SD,57201,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,40.0,750.0,Month,CASA GRANDE,AZ,
8656,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,RAFTER SEVEN MERINOS INC,92 EAST WALKER ROAD,,YERINGTON,NV,89447,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8657,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ETCHEVERRY SHEEP COMPANY INC,325 NORTH 200 EAST,,RUPERT,ID,83350,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8658,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,FLAT TOP SHEEP COMPANY,421 FLAT TOP ROAD,,CAREY,ID,83320,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8659,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,JONES RANCH LLC,661 JONES RANCH LANE,,CONRAD,MT,59425,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8660,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,TOM THOMPSON,9230 RECTOR LEADER ROAD,,BYERS,CO,80103,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8661,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,HELLE LIVESTOCK,1350 STONE CREEK ROAD,,DILLON,MT,59725,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8662,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,KLECKER FARMS INC,4392 EAST ROAD 4 NORTH,,MONTE VISTA,CO,81144,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8663,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,GUERRY INCORPORATED,3745 NORTH 600 EAST,,BUHL,ID,83316,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8664,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,GRASS VALLEY RANCH LLC,HC 65 BOX 500,,AUSTIN,NV,89310,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8665,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,EYHERABIDE SHEEP COMPANY,155 ROSAMOND BLVD,,ROSAMOND,CA,93560,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8666,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,CUNNINGHAM SHEEP COMPANY,65856 YELLOW JACKET ROAD,,PILOT ROCK,OR,97868,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8667,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,RONALD & JODEAN HANSEN,6045 COUNTY ROAD 23,,LEONARD,ND,58052,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8668,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,LAVA LAKE LAND & LIVESTOCK LLC,185 LAVA LAKE ROAD,,CAREY,ID,83333,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8669,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,SOULEN LIVESTOCK COMPANY,7061 BLACK CANYON HWY,,EMMETT,ID,83314,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8670,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,CLIFFORD DETAR & MARTIN RONAYNE,HASTING ROAD AND DELHI ROAD,,DIXON,CA,95620,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8671,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,TIM MACKENZIE,1349 SOUTH SIDE ROAD,,HOMEDALE,ID,83628,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8672,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ROM HEDGES,70 SINGLETREE ROAD,,ANTELOPE,MT,59211,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8673,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ESTILL RANCHES LLC,123175 STAR ROUTE 447,,GERLACH,NV,89412,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8674,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,ST. MARTIN JAUREGUY,9090 N. RIVER ROAD,,SAN MIGUEL,CA,93451,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8675,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,MAYS LAND & LIVESTOCK INC,3370 NORTH 1420 WEST,,HOWE,ID,83244,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
8676,H-300-14176-180091,2014-08-14 13:38:11,H-2A,2014-07-02 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-09-10 00:00:00,2015-09-09 00:00:00,2014-09-10 00:00:00,2015-09-09 00:00:00,JUAN GOYENECHE,4024 MARGALO AVE,,BAKERSFIELD,CA,93313,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,40.0,750.0,Month,CASA GRANDE,AZ,
